cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10_parede_alv,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1b_micro_internet,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10b_sem_fund,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d11_sem_registro,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v6264_igual,e2z_v6264_naonulo,e3_estrangeiro,e4_trab_outro_mun,e5_desloc_mais_1h,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
1502608,559,2327,2800,11381,35.46,36.69,91.13,3.04,0,4.06,62.03,40.5,48.34,473.12,845.03,0.57,0.39,3.31,75.97,53.54,26.6,94.65,1.83,61.7,0.46,16.05,30.53,58.17,1.83,15.43,89.32,64.17,86.88,100,100,89.57,29.51,98.56,89.24,45.73,35.83,20.42,2.95,50.28,0.79,1089.35,1378.37,0.658,1113.22,1692.38,9.97,31.87,5.02,47.76,16.6,18.36,1197.59,1233.74,40.26,8.42,0.34,20.57,2.47,0.29,76.58,0.1,23,0.22,12.28,7.02,1.07,17.7,9.13,1.26,10.39,0,5.89,7.18,3.58,45.34,45.68
1502707,1284,4565,12917.0000000002,45557.000000001,56.51,19.65,75.17,10.11,0,3.53,54.54,37.14,45.75,804.3,1186.15,0.88,9.4,15.4,43.13,36.78,25.35,87.84,4.82,73.88,0.32,14.88,67.76,83.22,2.59,8.4,85.25,61.64,83.42,100,100,91.23,41.67,95.72,84.57,55.39,38.6,25,5.83,58.54,0.726,1493.39,2058.41,0.734,1648.6,2247.11,12.72,26.88,7.14,54.36,37.76,32.87,2101.14,1801.39,31.53,9.27,0.73,24.49,9.93,2.57,62.64,0.37,25,0.23,10.45,6.87,1.05,49.12,8.71,3.03,11.65,0.1,4.47,5.7,3.24,40.26,44.44
1502756,593,2441,6332,28216,25.26,42.11,82.91,7.62,0,4.46,71.67,27.41,43.26,520.43,830.2,0.59,2.79,8.22,10.99,54.69,16.56,91.9,8.1,36.15,0.25,10.67,54.43,46.7,1.06,12.04,80.8,72.16,76.16,100,100,88.32,60.18,96.96,84.38,37.88,27.84,15.46,2.17,58.01,0.732,1069.69,1461.65,0.831,1250.05,1504.52,9.4,24.89,4.98,55.12,29.34,26.69,1313.55,1288.16,31.61,4.83,1.97,14.47,7.77,0.38,77.34,0.03,21,0.13,14.21,4.72,1.07,29.97,6.6,2.73,9.29,0,2.8,8,3.92,33.05,41.53
1502764,570,2008,2915.99999999998,10465.9999999999,25.59,29.02,48.63,11.38,0,3.75,53.59,21.55,41.64,723.87,1467.3,1.03,0.48,4.73,31.78,40.98,11.67,74.74,2.24,49.09,0.57,31.55,25.37,61.85,1.66,5.42,76.68,82.72,72.75,100,100,89.46,39.31,85.37,62.63,50.02,17.37,7.55,1.92,64.28,0.477,1142.02,2395.11,0.779,1899.92,2439.58,7.7,17.51,7.37,59.54,55.25,37.45,2122,2013.05,36.33,3.28,2.11,18.72,9.33,1.08,58.12,12.76,26,0.08,12.56,2.58,1.39,73.42,31.56,4.9,36.28,0,0.94,4.37,3.33,25.65,40.36
1502772,1040,3591,5248.00000000001,18288,26.95,25.35,70.65,12.97,0.37,3.49,55.12,34.23,47.18,603.22,1061.38,0.77,4.18,9.85,36.61,45.78,22.29,99.12,4.36,56.24,0.29,7.96,45.6,88.89,1.27,7.62,81.28,68.55,81.02,100,100,90.46,50.6,97.37,87.98,56.54,31.52,18.94,2.98,49.21,0.546,1110.63,2033.08,0.617,1419.2,2299.44,13.81,26.82,11.43,43.59,31.96,30.24,1936.54,1621.85,36.66,7.8,2.15,20.87,8.24,1.27,69.62,0,24,0.23,11.39,7,1.12,61.25,9.48,3.93,13.38,0,13.89,8.06,3.24,37.27,45.63
1502806,536,3020,5379,28549,7.6,65.58,91.27,2.81,0,5.31,80.37,24.43,40.9,413.98,677.23,0.46,2.55,5.74,20.79,58.03,25.73,73.53,0.89,29.27,0.89,32.67,30.41,33.77,0.89,13.17,79.78,81.86,72.19,100,100,85.25,50.8,93.8,76.85,35.53,18.43,11.35,2.6,55.73,0.756,1032.24,1365.32,0.759,1148.5,1512.75,9.36,25.3,7.16,51.74,11.41,18.4,1283.58,1207.29,41.03,6.84,4.06,13.78,3.49,0.17,82.56,0,17,0.08,17.55,3.43,1.12,10.23,4.27,1.4,5.66,0,0.98,10.73,4.53,30.96,38.61
1502855,516,2354,2655.00000000005,12254.0000000003,8.16,49.97,90.44,4.28,0,4.62,72.6,29.11,43.81,402.15,630.49,0.45,2.34,5.34,70.5,63.4,18.36,83.85,2.01,33.74,0,51.04,18.03,31.36,1.06,16.75,86.28,70.79,77.87,100,100,87.65,39.72,97.25,83.55,54.8,29.45,18.97,5.11,56.73,0.862,1102.39,1278.84,0.736,1121.21,1523.57,10.84,29.02,3.84,54.56,9.81,23.45,1302.28,1191.05,45.2,4.98,3.92,18.74,6.27,0.59,74.4,0,19,0.11,14.97,4.51,1.11,26.3,10.71,2.24,12.96,0,1.87,13.62,4.1,34.14,41.93
1502905,797,3236,8514.99999999999,34294,45.57,33.76,90.87,3.46,0,4.03,63.65,39.51,48.29,473.12,824.38,0.57,2.55,6.87,86.98,54.44,27.6,97.82,25.45,77.03,0.3,6.57,52.99,70.12,22.94,15.89,91.48,64.65,87.37,100,100,90.45,21.16,96.99,87,40.93,35.58,21,1.29,45.8,0.829,1127.8,1359.68,0.935,1227.26,1313.04,7.88,32.42,8.11,42.09,30.11,21.03,1229.33,1243.61,42.18,8.98,1.69,16.59,2.59,0.42,80.37,0.03,24,0.23,11.23,7.32,1.05,30.72,10.09,3,13.1,0.03,5.24,11.35,3.52,45.01,45.56
1502939,1285,5391,13118,51319,26.77,29.69,67.81,14.51,1.19,3.91,64.43,36.59,40.68,638.71,1120.51,0.8,6.86,9.95,77.9,43.68,17.06,96.02,7.94,48.89,1,3.21,72.71,76.6,7.27,21.15,83.25,68.11,82.79,100,100,89.81,51.5,95.69,77.18,54.54,32.04,17.89,4.07,62.51,0.669,1339.13,2001.74,0.694,1572.16,2266.22,12.06,18.59,13.08,54.33,42.85,41.5,1932.35,1726.41,34.06,6.09,0.98,22.48,7.37,1.14,68.89,0.13,23,0.1,12.19,3.34,1.08,56.8,9.62,3.12,12.66,0.04,5.52,3.64,3.63,38.93,39.84
1502954,810,3080,8324.99999999975,31785.999999999,26.48,26.93,72.24,12.13,0,3.83,62.84,28.95,43.01,501.5,885.93,0.66,2.58,7.7,24.1,54.33,20.25,89.74,8.57,42.44,0,18.12,30.93,63.93,1.21,6.85,77.64,79.65,74.73,100,100,89.22,59.61,93.41,78.01,44.82,20.5,10.36,2.17,55.81,0.573,1040.54,1814.66,0.672,1361.81,2026.64,8.98,22.9,5.74,52.61,22.2,20.6,1765,1497.52,38.7,6.35,2.15,19.81,8.06,1.42,70.69,0.03,22,0.12,13.31,4.2,1.12,70.42,15.2,5.77,20.97,0,4.81,4.18,3.54,32.66,41.59
1503002,326,1555,1719.00000000001,8177.00000000004,20.66,45.26,95.07,1.46,0,4.76,73.83,38.15,44.53,473.12,709.22,0.46,2.36,8.38,76.28,57.04,20.27,84.38,2.51,60.13,0,4.37,39.98,54.76,2.17,15.75,89.68,65.54,84.1,100,100,87.66,41.79,97.94,81.78,48.44,34.46,21.44,3.93,49.19,0.747,934.72,1250.63,0.938,1072.06,1143.19,12.92,34.81,2.81,47.81,27.94,32,1288.99,1076.31,41.33,5.34,0.27,16.94,2.5,0.08,79.71,0.77,20,0.14,15.3,5.41,1.08,21.33,4.49,1.33,5.82,0,5.94,11.87,3.88,45.37,41.08
1503044,922,3431,4861,17768,35.29,24.24,74.02,12.03,0,3.66,60.12,27.26,43.2,473.12,914.67,0.66,2.39,6.52,0.6,55.86,22.39,80.85,1.62,50.87,0,25.28,26.93,58.51,0,2.33,81.44,75.15,78.85,100,100,89.79,59.41,94.88,77.37,42.65,25.05,15.04,4.03,54.7,0.557,1047.92,1882.48,0.633,1317.72,2082.63,8.98,26.7,12.67,47.77,22.07,20.74,1921.83,1510.56,40.96,7.55,1.47,25.31,8,2.62,63.77,0.31,23,0.13,12.39,4.31,1.16,68.23,14.36,3.08,17.43,0.02,2.92,10.69,3.41,30.22,41.99
1503077,575,2588,5827,25034,29.31,39.12,86.34,2.26,0,4.3,69.6,27.73,43.45,473.12,772.78,0.52,1.19,3.76,25.25,57.45,28.09,82.3,0.81,38,0,28.08,30.15,41.16,0,4.17,71.21,79.79,66.25,100,100,89.31,61.18,94.17,80.6,32.07,20.21,11.54,2.55,62.6,0.902,1081.92,1199.47,0.837,1119.98,1337.57,8.37,31.46,2.94,60.76,6.99,13.09,1160.49,1146.31,30.94,8.6,2.44,13.59,4.28,0.54,81.38,0.2,20,0.13,13.33,4.79,1.1,34.04,5,2.79,7.75,0,2.58,10.7,3.98,30.8,42.24
1503093,793,3054,7883.00000000001,30436,26.69,30.6,73.16,13.17,0.57,3.86,65.05,28.34,40.91,603.22,1021.92,0.73,5.2,8.91,8.1,49.45,16.4,96.75,9.28,54.03,0,8.28,63.99,72.39,0.57,19.69,75.53,76.68,74.22,100,100,89.39,68.68,93.63,64.96,44.98,23.37,12.72,2.09,54.1,0.629,1156.25,1837.16,0.718,1409.58,1963.18,12.59,16.72,8.47,49.52,29.58,30.43,1684.1,1551.83,39.06,5.22,1.53,24.87,9.02,0.56,65.2,0.35,23,0.1,12.85,3.29,1.07,59.8,17.06,2.91,19.94,0,3.67,2.06,3.51,31.97,39.8
1503101,541,2904,5423,29062,11.15,58.65,94.02,2.11,0,5.36,78.76,25.58,42.7,331.18,555.17,0.44,0,3.46,34.42,65.65,29.42,74.22,6.65,37.68,0.35,36.64,35.85,72.43,5.49,13.18,77.58,81.67,69.53,100,100,86.87,58.25,88.02,81.13,31.47,18.33,10.35,1.27,53.64,0.897,1118.63,1246.86,1.152,1230.38,1067.74,9.36,24.15,4.76,51.08,10.15,14.45,1173.46,1191.61,42.74,8.28,10.41,19.33,4.9,1.67,74.09,0,18,0.1,16.56,4.17,1.13,7.61,2,1.48,3.48,0,0.49,6.1,4.63,29.58,40.91
1503200,903,3609,9158.00000000021,35887.0000000013,42.98,33.61,88.57,4.24,0,3.93,60.46,34.53,45.78,581.93,907.23,0.69,3.87,8.04,70.37,51.54,24.77,94.55,1.9,67.33,0.92,5.83,66.04,68.54,1.39,13.47,83.27,66.91,80.73,100,100,91,44.08,96.23,82.77,46.44,33.19,19.47,2.8,54.47,0.79,1276.92,1615.93,0.745,1364.05,1830.11,10.84,28.74,11.61,48.14,23.96,21.45,1489.92,1454.92,37.82,8.72,1.66,19.37,4.03,0.91,75.62,0.07,24,0.2,10.73,6.02,1.02,26.91,6.57,1,7.5,0,6.56,7.89,3.5,38.59,43.78
1503309,1183,5630,12059.000000001,58077.0000000061,15.4,55.14,89.65,3.21,0.25,4.82,73.17,29,44.51,366.67,604.96,0.45,2.7,6.86,14.71,66.4,31.96,82.62,2.73,42.24,0.29,41.19,45.49,42.96,0.48,19.81,81.29,77.46,76.65,100,100,88.47,49.06,93.48,79.53,36.21,22.6,14.37,2.47,56.95,0.806,936.65,1161.38,0.806,1007.81,1250.39,9.37,24.51,8.71,52,17.07,21.49,1059.1,1060.44,38.49,9.55,3.61,22.6,8,0.55,68.85,0,21,0.14,13.55,4.84,1.04,7.49,3.14,0.85,3.99,0,3.95,7.23,3.88,35.65,41.42
1503408,470,1917,2504.00000000001,10037,37.32,39.19,89.47,3.29,0,4.01,63.19,36.24,45.21,532.26,763.19,0.58,3.38,6.43,44.85,54.97,13.41,91.85,22.01,52.97,0.53,12.48,35.14,43.87,17.31,19.62,85.04,68.59,81.84,100,100,90.61,40.96,97.28,85.2,41.03,31.41,19.28,2.66,50.33,0.658,1015.53,1542.22,1.045,1308.37,1251.97,8.26,26.61,7.21,46.7,41.89,29.31,1444.65,1298.84,38.46,4.16,2.88,11.94,14.75,0.37,72.9,0.03,23,0.17,12.05,5.41,1.06,22.15,6.91,3.25,10.15,0.05,13.94,7.05,3.52,41.42,42.97
1503457,1133,5414,11409,51309,27.41,42.24,81.11,7.41,0,4.5,67.97,24.73,40.68,250.75,496.88,0.42,2.47,5.22,56.82,69.23,10.16,78.55,30.82,49.51,1.24,12.57,46.14,67.5,23.18,12.17,75.84,85.3,74.67,100,100,89.78,74.65,74.8,63.78,43.98,14.75,6.94,1.78,42.09,0.636,950.65,1495.29,0.923,1253.82,1358.73,7.3,18.16,11.05,37.44,26.28,26.63,1506.57,1266.75,53.15,2.95,1.15,14.6,8.15,1.26,75.23,0.76,21,0.08,12.34,2.68,1.1,26.13,7.19,2.55,9.74,0,2.94,3.64,4.12,27.48,39.5
1503507,728,3044,7503.00000000002,31364.0000000001,22,39.65,89.48,1.29,0,4.18,65.64,34.19,46.35,473.12,760.6,0.56,1.7,3.9,61.03,54.65,27.68,91.32,3.75,58.81,0.5,33.09,29.69,44.99,2.87,4.56,80.87,76.37,77.57,100,100,89.5,48.41,97.32,87.26,38.42,23.63,13.71,2.13,61.56,0.822,1040.65,1266.08,0.86,1116.19,1298.61,7.52,31.11,3.87,59.18,24.98,16.89,1191.36,1155.43,35.92,8.43,0.29,15.87,4.39,0.45,79.28,0,22,0.19,12.4,6.43,1.08,15.76,5.42,1.53,6.95,0.01,5.65,5.03,3.67,39.89,43.85
1503606,2342,9538,24224.9999999999,97492.9999999994,35.39,35.31,71.28,17.34,3.13,4.06,62.99,41.79,43.12,768.81,1502.27,1.07,9.43,17.71,12.33,38.61,16.88,93.74,21.64,57.45,1.45,14.05,76.24,81.76,2.65,22.98,86.44,63.84,84.83,100,100,90.79,47.64,94.43,77.72,48.42,36.37,19.54,4.03,57.82,0.615,1531.43,2489.28,0.616,1784.87,2898.57,13.32,22.69,7.29,53.61,37.8,33.81,2369.1,2054.49,32.93,5.28,2.04,23.49,10.17,1.1,64.43,0.8,24,0.13,11.19,4.09,1.04,42.42,6.95,3.09,10.01,0.02,2.85,3.92,3.52,45.57,41.23
1503705,1245,5102,12728.0000000012,51220.000000006,25.48,30.44,77.55,8.3,0.38,4.04,65.64,30.98,42.93,387.96,723.32,0.55,1.96,4.88,3.19,63.19,20.59,87.65,10.38,32.83,1.81,22.12,48.63,51.61,0.44,10.85,76.63,77.64,72.76,100,100,88.39,62.66,91.23,76.47,39.7,22.67,13.13,2.07,50.97,0.685,1127.85,1646.11,0.651,1283.19,1971.24,8.56,22.54,8.87,46.45,23.67,20.15,1683.65,1421.09,47.65,6.7,1.22,21.08,8.36,1.22,68.86,0.47,21,0.11,14.08,4.07,1.12,56.34,10.56,5.44,15.99,0.01,2.92,8.05,3.71,34.17,41.64
1503754,260,1318,2627,14103,5.62,57.72,74.48,11.65,0.45,5.54,59.97,33.15,41.98,709.67,1714.57,1.14,3.83,8.34,39.75,42.2,20.31,84.79,6.21,44.24,1.24,39.32,33.07,50.84,2.35,14.22,70.27,83.09,68.8,100,100,88.19,61.48,90.14,82.9,28.98,17.36,8.94,1.24,52.82,0.547,1502.75,2747.75,0.962,2605.87,2709.11,12.82,16.91,6.24,49.53,10.43,17.39,2637.46,2226.4,43.25,4.89,2.47,15.92,16.22,0.58,27.81,39.47,23,0.06,14.51,1.9,1.32,26.65,10.42,3.37,13.69,0,0,6.04,4.13,43.43,40.32
1503804,1212,4694,12639.0000000001,51360.0000000006,31.64,27.6,71.4,16.82,0.37,4.07,63.03,35.99,42.48,603.22,1190.13,0.89,6.09,12.53,24.94,46.2,22.75,96.72,16.44,54.72,2.63,11.53,80.86,76.31,5.07,8.98,84.07,69.56,82.38,100,100,90.4,57.44,96.27,74.51,49.91,30.44,17.21,2.55,58.74,0.615,1452.14,2360.27,0.803,1813.45,2258.61,11.88,21.27,15.67,49.54,39.12,35.7,2293.26,1949.29,38.01,7.23,0.28,23.63,7.94,0.99,67.34,0.1,23,0.15,11.64,4.5,1.01,52.5,8.09,2.92,11.01,0.05,3.82,4.85,3.68,38.78,41.23
1503903,915,4459,9578.00000000003,47086.0000000001,16.9,52.91,90.28,5.37,0.4,4.94,73.41,28.61,44.54,482.58,863.01,0.61,4.67,9.64,54.7,55.37,19.75,83.19,3.27,54,0.93,41.07,52.63,66.91,2.65,15.55,90.42,67.08,84.99,100,100,87.42,38.03,96.63,83.26,51.11,33.11,19.92,3.09,56.21,0.698,1186.62,1699.25,0.639,1352.36,2116.38,11.6,24.35,8.76,51.29,45,34.46,1725.1,1461.31,41.48,5.24,3.17,13.3,2.73,1.57,82.22,0.17,19,0.12,15.11,4.78,1.09,17.8,13.56,1.19,14.75,0.05,0.58,9.77,4.22,34.94,42.14
1504000,483,2562,4889,25021,3.36,63.17,93.85,2.6,0,5.12,77.07,23.79,42.35,307.53,657.05,0.42,2.09,6.38,23.85,67.04,30.62,79.84,7.55,26.53,0,66.61,25.56,29.12,6.13,4.05,85.64,75.06,79.16,100,100,87.83,43.1,97.66,82.83,38.25,24.94,15.88,3.38,61.89,0.811,928.75,1145.74,0.835,998.18,1195.43,7.07,28.49,4.55,59.08,10.07,20.18,926.03,1036.36,40.39,7.65,3.44,18.86,5.39,0.12,75.62,0,19,0.09,14.72,3.62,1.1,12.15,1.98,0.59,2.57,0,1.62,11.39,4.27,30.02,39.7
1504059,714,2845,7078.00000000002,27904.0000000001,52.72,29.5,77.57,12.78,0.73,3.94,64.02,35.36,44.76,629.24,1184.43,0.85,7.54,11.92,20.22,45.32,24.46,95.48,43.69,60.75,0,6.85,81.82,75.49,11.94,12.15,83.12,70.33,81.01,100,100,89.81,49.12,96.47,77.76,41.64,29.8,20.24,4,55.55,0.957,1714.02,1791.29,0.825,1680.78,2037.19,13.08,25.63,7.15,51.58,26.71,27.77,1788.01,1755.99,30.94,8.04,1.49,22.45,4.51,1.37,71.62,0.04,23,0.17,12.4,5.35,0.97,42.97,10.92,3.66,14.56,0,14.29,2.59,3.48,40.33,42.85
1504109,661,2697,1987,8115.00000000002,31.16,32.56,90.82,2.22,0,4.08,60.47,43.03,49.59,473.12,700.79,0.51,0.65,3.3,89.35,55.47,22.34,97.23,52.26,67.31,0.62,7.18,37.63,89.69,51.47,7.24,88.19,67.86,83.69,100,100,90.22,31.34,98.43,87.63,43.83,32.14,19.79,2.09,44.86,0.816,999.01,1223.92,0.968,1098.4,1135.11,9.27,35.73,4.71,42.74,18.31,17.22,1178.8,1107.34,39.72,7.02,1.52,20.76,1.44,0.4,77.41,0,23,0.23,11.92,7.42,1.1,21.51,8.91,1.86,10.77,0,5.36,5.4,3.63,47.55,46.99
1504208,5732,21986,61352.0000000033,233669.000000017,51.08,30.89,68.37,22.64,2.34,3.84,61.19,37.04,41.29,827.95,1631.18,1.24,15.26,22.99,37.53,36.46,17.88,96.91,36.07,65.01,6.3,13.02,78.57,80.77,16.77,21.67,89.3,53.46,85.97,100,100,89.52,40.38,94.72,79.66,55.06,46.8,30.95,5.41,61.62,0.627,1907.9,3040.97,0.63,2258.83,3583.45,16.05,15.17,9.67,55.67,58.89,47.8,2783.89,2556.49,36.34,6.19,2.47,21.14,7.72,0.98,69.93,0.23,23,0.12,12.63,3.67,1.02,50.52,13.97,3.34,17.29,0.04,3.02,5.15,3.46,40.99,39.99
1504307,679,2931,6847.99999999929,28375.999999996,37.74,38.13,92.04,2.64,0,4.17,63.96,40,47,449.46,778.39,0.56,2.08,4.93,63.69,57.29,29.84,91.91,47.69,55.16,0.59,11.54,29.06,72.02,35.82,10.68,87.73,71.88,83.56,100,100,90.33,27.89,98.12,83.37,42.26,28.45,14.94,2.09,50.43,0.828,1044.44,1261.6,0.932,1144.03,1227.51,6.74,32.57,4.64,48.09,9.43,16.04,1115.49,1158.99,38.57,9.62,1.94,19.67,2.67,0.18,77.45,0.04,22,0.2,11.99,6.86,1.07,17.4,5.1,3.83,8.93,0,4.11,10.52,3.61,44.94,44.4
1504406,666,2669,6745,26605,39.74,33.43,91.08,2,0,3.95,60.51,36.89,48.34,631.61,1029.44,0.71,1.73,4.96,66.78,43.06,22.98,98.36,3.3,67.96,0.37,7.51,57.34,62.47,1.29,13.61,90.27,64.4,86.39,100,100,91.14,25.83,98.96,89.55,44.52,35.6,19.34,2.13,55.11,0.691,1101.45,1594.02,0.765,1272.02,1663.58,9.76,31.59,4.37,52.7,20.87,22.28,1324.43,1356.89,35.01,7.79,0.81,22.58,3.6,0.04,73.68,0.1,24,0.24,11.09,7.42,1.09,27.98,8.81,2.5,11.31,0,4.94,6.58,3.51,41.17,46.11
1504422,2762,11555,27642.9999999999,108246,64.42,38.55,77.78,12.43,0.13,3.94,62,40.57,41.71,709.67,1027.47,0.8,9.98,15.45,40.25,39.28,16.09,99.92,18.37,80.28,3.27,4.25,90.1,92.53,7.42,30.44,94.9,43.63,92.04,100,100,91,21.72,95.53,86.4,56.69,56.53,34.23,3.42,58.59,0.65,1420.27,2184.61,0.807,1749.29,2168.96,12.94,16.7,14.58,50.05,65.52,55.67,1963.98,1852.77,37.99,5.35,0.91,23.08,7.86,0.43,68.57,0.07,25,0.12,10.71,3.39,0.99,48.45,11.11,2.54,13.63,0.01,39.13,20.72,3.44,44.17,40.16
1504455,697,2536,7439.99999999988,27327.9999999995,10.51,24.96,61.07,9.04,0.26,3.68,59.34,21.46,41.87,591.4,1160.03,0.85,2.45,7.39,24.74,51.77,15.86,86.11,22.46,49.52,0.1,10.48,30.78,50.23,7.36,14.55,81.14,78.91,79.29,100,100,90.28,46.93,94.52,71.38,48.01,21.18,10.09,1.23,58.42,0.655,1266.25,1934.11,0.804,1574.62,1959.52,4.63,19.6,2.58,56.91,17.17,17.45,1845.03,1682.14,35.42,5.67,0.9,26.42,10.35,2.5,60.26,0.47,23,0.13,11.59,3.97,1.2,55.63,9.27,2.78,12.05,0,2.45,2.51,3.5,23.64,41.11
1504505,774,5080,4074.99999999958,24807.9999999965,3.4,74.65,91.59,1.72,0.13,6.09,83.67,16.92,41.88,241.29,491.02,0.36,0.7,4.15,11.66,77.34,22.07,64.95,5.16,17.49,0.31,54.99,24.79,71.35,2.13,20.65,61.67,89.77,55.16,100,100,85.12,73.84,85.35,64.92,29.51,10.23,6.98,2.04,52.98,0.781,884.29,1132.84,0.905,1010.83,1116.79,8.02,22,14.74,45.17,13.8,11.71,1147.9,1023.62,48.11,4.83,7.89,14.96,5.51,0.66,78.87,0,17,0.06,17.95,2.82,1.14,15.05,4.19,1.4,5.59,0,1.19,6.51,5.18,23.93,39.71
1504604,526,2674,5383.99999999997,26730.9999999998,27.62,51.68,88.53,4.81,0,5.02,73.14,29.78,46.97,425.8,945.51,0.6,2.92,7.24,56.6,58.21,30.09,83.98,35.26,61.9,0,14.38,65.19,52,25.51,7.26,89.99,70.79,83.83,100,100,88.97,25.63,96.49,82.76,43.17,29.21,19.49,2.94,62.64,0.825,1173.44,1421.77,0.962,1284.3,1334.74,10.4,25.83,11.44,55.47,17.07,21.48,1295.05,1297.41,39.9,7.56,1.16,21.78,6.6,1.29,70.13,0.21,20,0.16,13.77,5.79,1.06,24.76,5.8,1.6,7.4,0,3.21,5.36,4.05,38.55,43.19
1504703,1539,7181,15686.9999999997,70017.9999999986,21.09,49.29,84.26,7.34,0.08,4.46,68.8,27.22,43.19,482.58,980.76,0.66,2.69,7.05,32.5,55.47,22.76,84.94,6.49,42.63,0.15,19.71,37.01,43.03,2.43,11.98,80.85,75.97,75.12,100,100,88.51,55.08,93.12,77.02,37.72,24.28,13.21,1.94,57.95,0.492,1037.81,2108.96,1.092,1686.67,1545.21,8.77,21.99,5.8,54.59,47.22,28.35,1853.19,1654.74,39.39,6.89,3.51,16.07,10.16,1.07,72.4,0.29,20,0.11,13.92,4.09,1.1,29.68,9.74,2.5,12.19,0,2.54,7.55,3.96,31.61,41.45
1504802,1329,5362,13790.9999999999,55461.9999999997,28.57,36.47,86.83,3.67,0.35,4.03,65.4,32.41,45.93,449.46,845.68,0.6,3.63,7.45,44.85,58.23,20.37,82.19,18.85,43.11,0.58,17.97,37.61,39.87,11.73,20.69,85.89,68.76,82.61,100,100,90.43,43.37,96.11,82.79,48.36,31.32,18.48,2.92,53.15,0.851,1194.92,1403.53,0.84,1259.78,1499.45,8.09,27.27,7.03,49.41,23.39,20.5,1355.7,1300.24,41.88,6.53,3.94,18.85,3.77,0.78,76.39,0.2,23,0.18,11.72,6.12,1.06,16.74,4.92,2.04,6.9,0.02,1.62,3.4,3.61,36.14,44.08
1504901,677,3265,7041.99999999998,34203.9999999999,7.09,59.6,91.32,3.01,0.16,4.86,71.4,24.69,42.91,402.15,713.51,0.52,1.98,6.69,42.95,63.36,20.23,77.29,1.86,49.1,0.29,43.63,40.86,59.01,1.22,24.4,87.04,75.94,82.03,100,100,88.29,35.52,92.6,77.89,43.41,24.12,11.37,1.39,54.24,0.721,1076.99,1493.04,0.87,1285.13,1476.8,8.3,24.51,10.17,48.72,15.04,20.48,1202.76,1317.26,39.94,5.53,3.64,18.24,5.66,0.63,75.47,0,21,0.11,14.25,4.05,1.1,7.56,3.33,0.4,3.74,0,1.14,6.98,4.21,29.72,41.11
1504950,475,2099,4728.99999999995,20157.9999999997,24.31,44.65,84.13,5.64,0,4.3,72.18,40.65,37.97,248.39,535.69,0.39,0.98,5.29,4.59,71.15,18.62,75.22,5.26,25.14,0.59,22.57,51.86,42.32,0.16,7.78,73.86,83.22,70.46,100,100,87.3,58.97,91.2,72.8,35.92,16.93,10.01,2.61,51.06,0.67,860.41,1283.86,0.678,997.47,1471.76,8.69,24.57,1.7,50.2,4.89,12.81,1276.1,1075.71,47.1,5.44,4.06,16.93,4.45,0.91,77.72,0,19,0.07,14.95,2.56,1.12,59.26,10.04,5.36,15.4,0,2.16,10.54,3.91,46.56,36.95
1504976,753,2864,3796.99999999999,14645,27.58,27.46,79.67,8.76,0,3.86,62.32,33.45,44.18,603.22,1098.27,0.75,2.25,5.51,3.6,49.59,23.15,93.26,3.57,42.83,0.84,27.39,48.01,50.81,0.53,7.82,78.4,76.52,76.3,100,100,89.81,62.61,95.11,74.52,45.17,23.87,11.73,2.65,58.57,0.526,1053.03,2000.19,0.828,1529.67,1847.41,8.71,25.99,6.92,54.51,17.54,19.99,1645.84,1597.05,35.37,7.79,2.13,17.14,8.7,0.66,73.16,0.35,23,0.16,12.36,5.45,1.12,70.06,16.17,1.87,17.96,0,4.46,4.18,3.58,36.79,42.86
