cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a2_agua_rede,a20_rdpc_baixa,a22_energia,a23_esgoto_adeq,a25_urbano,a26_radio,a27_geladeira,a28_televisao,a29_automovel,a3_agua_dentro,a30_fogao_lenha,a31_telefone,a32_comodos,a33_dormitorios,a4_esgoto_rede,a5_esgoto_inadeq,a7_banheiro_excl,a7b_sem_banheiro,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
1302603,30052,153348,118375,633383,30.89,59.45,58.83,26.28,4.37,5.31,77.54,16.84,40.24,869.42,1587.96,1.47,84.92,28.52,88.68,49.45,96.56,70.24,71.97,74.31,19.02,69.01,2.78,14.29,4.16,1.96,17.39,46.61,74.44,3.91,87.23,25.92,73.01,99.49,97.78,98.67,35.57,72.89,70.68,23.88,14.47,3.78,49.56,0.535,2223.56,4154.64,0.586,2900.09,4950.12,3.84,0.86,49.13,76.64,3448.97,3466.88,37.81,25.15,1.18,0.3,73.37,17,0.05,20.23,2.34,0.95,33.67,11.68,0.48,4.75,19.89,39.1
1302702,1436,7557,4987,30062,6.66,76.6,93.23,2.37,0.24,6.08,83.66,7.36,42.91,375.59,626.57,0.58,23.92,68.53,26.57,4.07,30.3,47.19,16.76,12.25,2.51,14.17,68.41,4.35,3.4,1.67,0,84.01,86.3,12.26,61.35,55.16,47.87,99.23,92.8,95.65,57.11,42.95,44.7,2.62,1.65,0.18,45.64,0.58,1249.57,2153.47,0.587,1794.11,3055.72,3.29,0.58,45.37,10.95,2137.04,2017.34,51.66,16.95,1.19,1.22,80.65,15,0.06,21.49,2.91,1.1,3.14,3.63,0.02,5.6,8.7,41.93
1302801,392,2303,1577,9988,1.15,84.59,97.08,0,0,6.27,87.57,4.68,39.69,202.87,335.05,0.31,8.43,86.86,8.24,1.27,10.08,43.45,3.84,0.32,0,20.72,81.42,0,2.7,1.46,0,46.43,41.33,53.42,21.82,85.76,13.86,99.52,96.66,97.77,85.88,11.03,13.36,0.56,0.17,0,52.47,1.173,1345.5,1147.04,1.127,1175.95,1043.31,1.91,8.98,47.75,1.98,1191.03,1174.52,46.38,0.24,0.08,0.23,99.45,13,0.04,26.94,1.9,1.09,6.31,3.84,0,6.06,4.85,39.57
1302900,1246,7093,4938,30022,7.25,75.83,91.23,2.98,0.28,6.1,83.9,9.89,44.08,308.65,526.13,0.49,32.83,75.64,25.72,5.29,32.36,42.38,15.39,13.01,1.92,14.14,74.34,0.24,2.93,1.7,0,79.71,82.42,15.4,72.5,50.42,55.75,99.13,98.31,98.4,56.8,48.61,43.06,3.41,2,0.15,40.91,0.711,1206.41,1695.85,0.626,1584.24,2531.9,3.3,1.23,40.41,14.68,1698.55,1619,50.86,3.28,1.51,0.02,95.19,15,0.06,23.5,3.08,1.07,5.96,2.38,0.1,5.44,10.62,42.74
1303007,577,3116,2200,13596,1.32,79.18,93.72,1.65,0.14,6.04,83.68,6.32,42.75,243.44,390.75,0.36,9.82,82.04,6.91,0.68,12.36,59.19,6.63,3.28,0,1.83,88.67,0.55,2.61,1.44,0,77.59,75.34,22.06,69.58,50.77,56.51,98.15,97.2,97.34,60.39,54.46,48.52,1.23,0.55,0.15,44.58,0.63,864.66,1372.31,0.685,1255.48,1831.8,2.04,8.8,40.66,10.39,1320.96,1297.14,51.69,6.78,1.05,1.32,90.85,15,0.07,21.62,3.34,1.12,8.16,3.47,0,5.28,9.78,41.75
1303106,495,2434,2237,13210,1.3,61.74,95.84,0.31,0,5.66,79.62,7.81,44.53,417.32,763.63,0.71,23.02,66.43,20.7,1.21,28.61,52.07,14.3,2.11,1.48,16.62,69.71,0.14,3.51,2,0,84.65,84.99,14.92,62.74,66.3,46.63,99.63,96.99,98.27,58.22,36.16,34.54,1.89,0.59,0.15,50.71,0.457,977.11,2140.43,0.93,1923.28,2067.62,2.9,0,50.71,11.08,2050.68,1935.44,50.46,8.12,0.39,0.03,91.47,16,0.07,21.29,3.24,1.1,26.38,12.26,0.05,5.12,9.69,43.41
1303205,174,803,617,3672,0.65,76.84,89.89,2.12,0,5.74,81.85,7.83,41.62,474.23,648.8,0.6,29.01,56.24,16.37,6.48,33.23,64.93,14.36,5.87,0,0.98,56.44,0,3.17,1.63,0,64.76,70.51,29,54.95,45.4,38.9,98.04,96.31,96.46,40.71,32.61,16.43,1.55,0.43,0,40.12,0.476,1303.46,2739.48,1.652,2715.56,1643.61,2.45,0.72,39.83,5.08,2822.21,2678.69,60.85,0.82,3.28,0,95.9,14,0.04,19.83,1.99,1.15,22.79,6.26,0.03,5.11,7.38,40.79
1303304,446,2566,1764,10160,1.19,79.22,93.2,3.6,0.17,5.71,82.03,7.56,40.1,260.83,477.62,0.44,21.2,77.03,19.73,9.92,22.73,54.66,13.92,1.57,3.01,39.26,77.96,1.71,2.98,1.48,0,61.03,67.96,28.88,48.2,56.61,39.12,96.57,85.61,90.08,63.41,45.24,28.46,1.55,0.5,0,42.01,0.582,1323.62,2273.05,0.886,2157.7,2436.28,1.6,1.33,41.45,16.37,2278.71,2198.34,64.22,5.17,1.89,0,92.94,15,0.03,22.1,1.63,1.15,7,4.84,0,5.4,7.71,39.73
1303403,2152,12688,8210,51381,15.14,71.61,83.16,4.92,0.1,6.22,84.73,12.11,43.32,362.42,605.64,0.56,52.23,68.12,38.08,9.2,55.46,68.3,28.12,26.25,2.41,14.34,62.15,7.15,3.22,1.88,0,74.7,80.45,16.4,86.18,37.51,70.41,98.56,96.3,97.07,43.46,68.62,64.28,5.87,3.77,0.25,41.45,0.611,1352.87,2212.49,0.57,1762.58,3092.47,2.83,4.97,39.39,36.58,2112.13,2028.68,52.14,18.39,3.29,0.29,78.04,15,0.06,22.34,2.78,1.02,10.83,4.55,0.07,5.7,14.17,42.23
1303502,461,2094,1652,9448,0.12,77.82,97.32,0.12,0.18,5.53,85.35,9.82,40.03,489.05,612.38,0.57,9.38,57.86,10.11,0.12,13.56,55.59,4.01,0,0,11.46,85.41,0,3.22,1.43,0,17.41,14.85,83.9,10.15,92.9,6.9,99.16,98.65,98.91,96.49,3.91,6.16,1.28,0.86,0.11,49.54,0.519,1079.11,2078.8,0.819,1988.54,2429.03,1.23,0.44,49.32,4.69,2051.82,2010.81,51.19,5.34,4.3,0.02,90.34,15,0.04,24.27,1.97,1.08,3.05,0.96,0,5.41,11.07,39.94
1303601,191,1126,771,4981,2.46,83.31,2.22,0,0,6.05,78.6,6.67,43.15,260.83,428.55,0.4,5.19,76.78,7.26,10.89,16.21,32.81,8.98,0,0.39,2.2,87.42,0,2.39,1.44,0,7,17.9,82.1,57.12,53.69,48.55,99.51,95.65,96.97,70.39,31.44,36.46,2.07,0.22,0,27.64,0.358,845.07,2357.55,0.776,2164.77,2789.4,2.78,0,27.64,10.95,2391.52,2202.92,68.35,6.51,8.93,0.1,84.46,17,0.07,18.6,3.18,1.12,4.52,0.91,0,5.45,8.71,43.03
1303700,564,3230,2190,15061,1.88,85.45,96.37,2.53,0.09,6.47,91,6.28,40.26,260.83,399.26,0.37,8.4,84.62,20.37,1.42,24.7,41.3,9.39,0.65,0,13.87,87.98,0.46,3.29,1.47,0,50.93,48.83,49.07,51.71,57.75,37.11,99.56,98.26,98.77,77.94,47.38,43.83,2.09,1.14,0.53,49.49,0.62,838.68,1352.29,0.654,1258.01,1923.13,1.68,1.06,48.96,3.99,1321.11,1288.58,53.66,5.36,2.32,0.57,91.76,13,0.03,25.87,1.36,1.05,5.11,1.3,0.12,6.07,7.56,39.49
1303809,906,4868,3319,19578,2.72,68.56,12.4,6,0.09,5.61,81.14,3.7,41.89,130.41,416.61,0.38,16.57,86.64,20.52,2.35,18.5,25.14,12.19,7.99,3.65,12.94,81.57,0.63,2.91,1.88,0,20.16,21.08,77.56,52.14,57.26,47.83,99.3,98.67,98.92,85.73,44.15,46.77,5.59,3.33,0.92,52.61,0.378,699.28,1849.28,0.318,1322.33,4153.7,2.12,0.07,52.57,13.14,1521.94,1489.18,59.44,3.11,0.03,0.02,96.85,17,0.06,17.36,2.55,1.04,7.14,4.54,0.31,5.02,7.06,41
1303908,782,4361,3043,19388,1.97,86.92,97.63,0.43,0,6.21,88.73,5.56,41.3,260.83,391.86,0.36,10.75,82.04,12.39,1.31,19.98,19.41,6.44,0.07,0.16,1.42,90.5,0.33,3.05,1.44,0,52.25,51.7,46.71,36.55,73.81,26.24,99.54,99.3,99.31,84.22,31.4,36.73,1.43,0.66,0.07,54.51,0.764,1098.74,1438.24,0.482,1294.86,2689.14,2.03,0.05,54.48,4.61,1422.8,1388.57,51.16,6.66,1.48,0,91.86,14,0.04,24.07,2,1.07,3.23,2.25,0.6,5.44,9.08,39.69
1304005,271,1593,1078,6490,1.11,75.37,90.26,0.56,0,5.89,81.45,5.7,43.5,283.17,983,0.91,12.99,77.27,11.69,0.83,15.12,62.73,11.08,1.4,0.65,11.19,71.08,0,2.84,1.63,0,77.69,75,21.52,68.86,43.33,50.88,99.69,100,99.85,67.87,52.91,42.99,4.38,1.74,0.15,34.73,0.234,1218.86,5217.63,8.742,4731.19,541.22,4.01,6.02,32.64,24.19,5222.16,4714.45,55.94,0.23,0,0.05,99.72,14,0.06,23.7,3.19,1.08,18.4,5.77,0,5.67,8.05,42.86
1304104,575,3664,2311,16710,1.13,93.03,94.37,0.65,0.09,6.82,93.73,2.03,39.07,391.24,540.97,0.5,7.36,67.68,7.79,1.08,13.76,68.33,7.75,0.65,0.22,9.48,78.36,0.09,2.87,1.46,0,61.83,54.52,37.08,28.32,75.31,17.76,99.52,97.69,97.93,75.68,6.36,9.9,0.73,0.32,0.05,43.31,0.627,1456.31,2323.84,1.05,2288.83,2180.51,0.87,7.55,40.05,4.7,2315.89,2278.06,52.64,10.09,0.55,0.04,89.33,12,0.02,26.63,1.11,1.07,7.46,1.94,0.01,6.81,2.53,38.56
1304203,1226,6825,4835,30736,8.85,78.22,93.8,4.12,0.12,6.28,84.65,9.26,42.19,417.32,633.78,0.59,43.99,63.75,38.28,5.63,51.23,54.28,23.55,21.32,1.69,44.9,47.53,1.92,3.12,1.66,0,55.94,57.19,40.52,61.58,56.14,48.85,99.13,94.32,96.23,66.84,50.99,49.86,2.57,1.25,0.37,44.37,0.646,1401.11,2170.02,0.849,1986.64,2338.83,3.16,0.54,44.13,17.76,2107.54,2016.72,51.29,7.35,1.1,0.46,91.09,15,0.05,22.73,2.43,1.06,9.16,4.47,0.13,5.97,10.38,41.63
1304302,283,1689,1316,8761,3.06,82.81,93.46,2.51,0,6.61,86.09,5.86,42.52,318.79,586.93,0.54,46.43,73.54,31.61,4.03,40.12,60.79,17.9,0.61,0.38,11.47,61.78,0.38,2.97,1.64,0,92.85,92.73,3.14,84.57,31.84,63.82,98.75,99.12,98.79,37.47,62.33,56.1,3.86,2.41,0.11,40.36,0.543,1230.9,2265.83,0.262,1736.75,6636.61,3.4,2.55,39.33,24.26,2194.52,2105.75,51.2,12.39,1.25,0,86.36,14,0.05,23.82,2.76,1.09,9.01,3.25,0.02,5.87,9.71,41.39
1304401,444,2888,1665,10848,1.02,79.76,95.08,1.08,0.3,6.52,85.11,7.63,43.35,326.03,472.48,0.44,18.44,78.34,20.72,1.86,25.53,56.03,20.1,3.93,0.24,1.26,51.69,0.42,2.85,1.71,0,77.57,76.69,21.03,76.76,38.54,54.89,98.85,96.42,96.88,59.21,47.34,39.62,3.9,1.46,0.39,36.45,0.583,1116.77,1914.63,0.686,1792.48,2613.81,5.18,1.03,36.07,10.48,1979.65,1809.49,53.9,2.37,0.14,0,97.49,15,0.09,23.83,4.41,1.13,14.34,8.23,0.04,5.83,9.08,42.24
1400100,3261,15793,12905,67017,43.07,58.57,67.5,19.8,0.31,5.09,77.21,11.29,40.22,740.15,1388.79,1.28,52.51,39.52,62.94,32.11,68.57,68.99,53.15,47.86,18.69,42.59,28.03,13.84,3.95,1.85,16.51,55.41,75.23,12.63,77.54,37.71,67.18,99.39,97.69,98.6,52.34,69.03,61.8,16.09,9.23,2.61,49.11,0.651,2302.75,3539.62,0.552,2630.23,4762.93,1.48,1.02,48.61,50.56,3205.54,3240.48,43.51,25.5,2.36,0.5,71.64,17,0.05,20.43,2.23,1.07,27.5,15.8,0.96,4.77,12.57,39.62
1400209,614,2530,2566,12104,10.32,60.01,81.19,4.88,0,4.61,71.36,6.4,41.03,466.23,783.11,0.72,24.71,57.3,27.75,3.47,36.28,59.94,20.75,14.21,3.69,20.83,58.53,3.63,3.55,1.59,0,75.06,72.63,22.61,60.7,55.95,49.27,97.42,97.09,97.35,56.61,35.01,34.04,3.6,1.28,0.31,47.83,0.756,1849.89,2446.85,0.738,2232.08,3023.74,0.8,0.4,47.64,22.54,2408.52,2392.62,55.24,24.66,7.43,0.7,67.21,16,0.04,24.38,1.88,1.17,56.06,40.12,0.15,4.36,7.12,40.65
1500107,2909,18457,11405,74541,4.93,76.68,86.6,7.98,0.25,6.48,85.41,8.76,43.13,375.42,646.09,0.6,29.94,69.11,31.81,12.06,43.73,64.37,19.8,26.81,3.14,28.63,61.82,5.5,4,1.93,0,78.31,82.84,9.8,62.21,46.65,50.01,98.65,97.62,97.83,67.71,49.71,46.47,5.27,3.43,0.66,40.75,0.442,951.21,2153.38,0.739,1752.39,2370.55,4.35,1.23,40.25,28.1,1982.53,1902.42,47.78,25.17,2.96,0.2,71.68,15,0.08,21.94,3.75,1.03,4.2,2.59,0.13,5.52,10.32,41.35
1500206,1630,7746,6390,35264,1.19,70.79,90.86,1.05,0,5.41,79.03,5.73,41.17,312.99,442.63,0.41,4.37,79.09,5.23,0.78,8.53,52.57,7.78,7.82,1.99,6.49,77.95,0.11,3.11,1.66,0,96.58,96.74,2.66,45.22,65.8,33.08,99.67,97.78,98.6,76.86,21.44,18.35,1.48,0.44,0.13,65.13,0.479,754.17,1573.72,0.808,1394.32,1724.66,2.92,0.12,65.05,4.64,1512.1,1459.28,53.82,6.1,1.97,1.04,90.9,15,0.07,21.98,3.33,1.11,15.45,11.52,0.46,5.03,7.06,40.79
1500305,1106,5181,4054,23335,0.32,71.93,84.79,0.74,0,5.66,83.94,5.45,40.26,541.22,730.07,0.67,5.28,49.98,11.67,6.07,8.9,74.41,11.91,1.43,0,7.03,67.35,0.42,4.29,1.82,0,87.52,93.01,6.49,44.44,61.26,33.69,99.24,97.86,98.22,75.86,26.11,13.23,0.91,0.36,0.06,47.28,0.321,799.08,2492.85,0.755,2267.28,3002.37,2.75,0.96,46.82,9.11,2400.24,2314.61,46.3,8.52,2.09,0,89.39,14,0.07,25.36,3.41,1.1,5.35,3.77,0,5.39,6.93,39.67
1500404,2048,11234,7628,44535,9.18,68.76,89.5,3.02,0,5.79,81.16,11.4,43.86,304.3,448.07,0.41,19.77,77.58,20.63,6.03,37.77,52.18,11.47,9.59,2.32,14.46,80.03,3.55,3.71,1.86,0,76.26,79.18,18.39,64.1,47.16,46.82,98.61,97.4,97.72,63.61,45.59,48.49,2.55,1.25,0.33,44.41,0.496,768.29,1547.7,0.707,1356.59,1920.15,4.21,0.22,44.31,13.72,1494.43,1410.33,49.51,8.45,1.56,0.05,89.93,14,0.07,23.69,3.61,1.07,9.73,4.05,0.05,5.35,14.74,42.57
1500503,1105,7593,4435,33077,46.53,60.7,44.46,49.5,1.08,5.99,84.89,5.9,37.63,633.61,1384.9,1.28,60.65,45.07,48.34,1.13,16.17,54.41,44.06,22.81,10.24,57.53,22.05,1.21,4.73,2.17,0,91.15,89.67,8.2,68.63,35.82,57.66,98.88,95.37,97.41,71.24,56.05,51.15,15.24,8.21,2.46,58.58,0.924,2788.21,3017.29,0.309,2536.26,8195.47,0.71,3.18,56.72,48.68,2967.9,2998.39,35.53,9.95,4.61,0.05,85.39,19,0.03,20.25,1.18,1.51,54.88,46.43,0.44,5.24,7.26,37.05
1500602,2269,11973,8337,46496,24.99,66.23,66.74,20.57,0.07,5.48,81.2,8.36,39.39,591.71,1032.44,0.95,38.47,47.55,42.99,20.68,57.67,57.47,30.22,28.9,11.51,42.15,41.08,0.39,4.27,1.87,0,52.44,61.92,27.75,66.99,41.34,53.56,99.12,97.7,98.29,63.29,51.05,47.78,9.86,5.19,1.06,44.67,0.568,1818.59,3199.04,0.635,2631.77,4144.15,1.1,0.31,44.53,30.41,2955.1,2964.33,48.08,21.75,3.89,0.21,74.14,15,0.03,22.31,1.48,1.08,49.32,27.87,0.18,5.12,10.51,38.81
1500701,528,2578,2079,11788,0.14,76.77,72.06,0.43,0,5.57,81.14,3.84,39.67,521.65,662.3,0.61,6.01,55.49,15.3,1.3,7.41,68.54,8.29,0.68,0,6.49,63.59,0.24,3.41,1.56,0,36.71,37.37,62.63,36.31,68.3,25.13,97.87,95.42,95.82,77.14,11.95,5.13,0.83,0.17,0,48.43,0.34,817.84,2402.84,0.896,2148.31,2398.53,3.28,1.1,47.9,13.9,2354.2,2210.68,52.85,28.33,4.01,0,67.66,14,0.06,25.96,3.23,1.11,2.75,2.41,0,5.38,4.02,39.79
1500800,3215,16740,12358,65878,31.85,59.79,59.27,20.36,3.41,5.22,79.32,13.7,39.72,517.09,872.77,0.81,16.88,54.41,80.85,35.63,9.73,66.92,54.82,60.8,10.62,28.9,14.09,7.9,4.04,1.95,0,60.59,75.61,3.73,84.19,22.28,68.64,99.03,96.87,98.14,52.3,74.18,68.69,16.52,8.02,1.86,40,0.493,1267.4,2570.37,0.634,2069.88,3266.18,4.71,0.57,39.77,66.29,2273.98,2216.23,46.19,9.28,1.44,0.47,88.8,16,0.05,20.86,2.43,1,66.12,42.94,0.54,4.78,16.51,38.87
1500909,1304,6249,4984,26404,14.49,69.36,98.15,0.12,0,5.31,81.14,10.64,42.76,260.83,330.53,0.31,3.37,85.86,8.57,1.36,21.37,47.95,2.31,1.35,0.36,2.49,91.6,0.42,3.62,1.76,0,91.5,88.26,7.39,50.87,59.26,39.56,98.66,97.49,97.82,81.23,31.35,33.19,0.67,0.12,0,45,0.592,674.08,1137.92,0.924,1063.63,1151.6,4.5,1.72,44.22,5.48,1119.02,1066.5,52.2,2.36,0.64,0.73,96.27,15,0.07,22.48,3.32,1.05,5.96,3.73,0,4.96,13.2,41.92
1501006,565,2919,2139,12749,5.66,70.59,65.49,6.9,0.42,5.85,77.09,9.67,42.08,339.07,667.06,0.62,22.07,66.76,21.69,6.78,12.16,60.7,9.67,1.46,3.67,25.02,72.96,0.57,3.7,1.84,0,76.86,77.17,16.96,77.58,38.06,63.58,99.49,95.42,97.12,53.01,43.18,38.1,5.8,2.28,0.74,39.46,0.446,1020.06,2285.8,0.689,1951.75,2830.99,2.93,0.55,39.24,25.84,2136.32,2045.05,52.74,14.23,0.82,1.03,83.92,15,0.05,22.53,2.55,1.06,36.92,23.7,0.02,5.6,12.28,41.3
1501105,355,1976,1286,8304,0.24,85.34,91.33,2.65,0,6.4,86.7,1.72,39.41,376.75,523.63,0.48,15.01,70.94,21.31,0.47,17.11,63.2,13.33,2.73,0.23,12.6,57.23,0,3.21,1.48,0,99.45,93.93,0.08,53.23,54.43,35.04,98.85,95.06,96.42,69.13,19.67,31.65,1.18,0.3,0.13,52.46,0.407,698.9,1715.52,0.565,1548.6,2742.21,0.83,1,51.93,7.19,1608.55,1597.79,47.42,5.14,1.24,0,93.62,13,0.04,27.17,2.14,1.07,33.32,15.04,0,6.11,2.35,38.54
1501204,767,4436,2782,16258,7.18,71.27,87.93,1.62,0,5.65,82.28,10.83,43.45,305.93,516.14,0.48,14.56,75.72,17.51,2.8,24.08,50.14,8.59,2.21,2.13,5.03,82.51,0.94,3.52,1.71,0,64.07,60.79,34.48,74.39,52.94,58.83,99.13,97.84,98.6,54.98,57.12,56.57,2.43,1.11,0.11,46.97,0.454,786.3,1732.36,0.943,1536.3,1629.65,3.83,0.99,46.5,9.75,1638.14,1559.32,48.41,14.78,9,0.09,76.13,15,0.08,22.54,4.12,1.1,16.14,8.31,0.05,5.1,12.34,42.11
1501303,906,5158,3383,20015,2.25,68.57,90.55,4.83,0.12,5.83,80.7,8.61,43.49,391.24,544.01,0.5,14.28,68.35,19.15,9.1,32.78,72.65,13.92,19.89,0.89,17.06,67.57,0,3.9,1.88,0,78.48,85.41,12.6,69.83,39.92,52.72,98.88,98.99,98.92,65.6,46.59,41.75,2.82,0.99,0.05,41.24,0.479,819.32,1710.34,0.64,1506.44,2354.1,5.15,2.77,40.1,25.51,1689.34,1576.1,48.06,9.37,4.98,0.04,85.6,15,0.08,22.64,4.14,1.06,14.07,9.21,0,5.21,10.86,42.08
1501402,42089,230749,167652,933280,36.36,56.96,59.05,28.59,5.2,5.51,76.78,19.39,42.17,682.52,1316.22,1.22,76.65,39.76,91.79,54.47,88.09,71.83,68.36,74.97,16.23,63.2,5.93,17.84,4.54,2.15,16.16,41.67,77.19,3.79,92.01,18.35,80.77,99.29,98.57,98.97,27.57,84.23,79.1,25.7,15.54,5.04,43.23,0.481,1798.24,3734.77,0.514,2369.9,4611.45,4.77,1.46,42.6,69.66,2976.72,3017.46,42.91,26.94,3.25,0.19,69.62,19,0.08,16.69,3.14,0.91,31.88,11.12,0.44,4.76,23.05,40.62
1501501,1135,5868,4047,22315,23.06,66.17,77.22,8.47,0.1,5.51,80.08,9.67,41.85,367.51,752.94,0.7,10.06,70.37,45.59,14.73,28.66,62.86,28.36,32.69,5.5,18.23,50.97,1.84,3.6,1.9,0,76.87,82.63,8.91,76.72,34.26,62.66,98.08,94.98,96.46,57.11,62.21,56.83,6.74,3.16,0.31,40.9,0.46,1226.07,2664.84,0.825,2327.36,2821.2,3.51,0.5,40.7,51.85,2509.11,2396.81,47.8,15.15,2.27,0.32,82.26,15,0.06,22.2,2.96,1.08,36.05,20.6,0.39,4.93,11.46,40.86
1501600,420,2288,1548,8488,22.03,61.27,89.41,0.65,0,5.5,76.49,6.49,43.32,282.74,484.61,0.45,5.94,79.14,13.89,0.45,13.7,56.87,6.37,2.91,4.01,4.84,88.44,0,3.64,2.03,0,47.48,45.93,52.89,56.02,52.26,44.33,98.28,97.33,97.18,71.7,50.39,33.28,0.95,0.62,0,56.45,0.418,548.28,1312.7,0.952,1183.52,1243.4,3.07,0,56.45,8.58,1228.53,1197.25,50.88,26,1.96,0,72.05,15,0.07,22.55,3.57,1.12,19,7.04,0.06,5.29,7.74,43.07
1501709,3891,20256,14856,85086,21.47,66.13,92.31,4.39,0.1,5.68,80.9,12.29,44.61,289.81,409.03,0.38,20.05,79.49,24.48,7.44,40.91,48.88,14.81,16.14,2.98,18.1,75.66,2.5,4.06,1.98,0,80.93,82.29,12.02,65.49,46.61,53.21,98.49,97.79,98.06,66.35,48.14,52.29,4.37,2.78,0.43,39.8,0.599,903.68,1507.89,0.693,1328.05,1916.88,4.28,0.85,39.46,19.64,1452.26,1390.67,54.46,10.17,1.14,0.04,88.65,15,0.08,21.34,3.8,1.02,9.57,4.59,0.06,5.34,13.89,43.71
1501808,2586,13293,9322,55739,0.83,79.23,73.4,3.58,0.03,5.95,84.92,5.45,40.82,335.35,520,0.48,14.67,74.6,19.92,4.38,27.57,60.76,14.64,8.55,1.48,16.25,62.04,2.39,3.9,1.7,0,65.51,65.99,31.18,43.02,71.24,31.47,98.88,95.69,97.02,79.59,23.04,20.44,1.7,0.39,0.19,43.91,0.504,994.21,1972.55,0.719,1727.32,2403.89,3.45,1.16,43.4,21.55,1939.68,1855.32,53.92,20.31,2.65,0.06,76.98,15,0.07,24.11,3.48,1.05,4.65,2.84,0.05,5.46,7.46,40.11
1501907,1317,6251,4931,25992,5.08,66.22,93.28,2.17,0.2,5.25,75.93,8.6,42.59,326.03,448.2,0.41,6.71,75.22,9.04,3.04,9.09,56.76,6.66,7.05,2.28,11.05,73.98,0.63,3.48,1.74,0,59.66,59.31,38.08,58.74,51.94,45.1,98.55,97.51,97.96,62.34,38.1,37.39,0.73,0.03,0,41.33,0.534,824.29,1542.43,0.883,1420.94,1609.47,3.74,1.92,40.54,7.35,1550.45,1456.67,53.39,17.63,3.1,0.07,79.21,15,0.07,21.84,3.35,1.08,24.58,12.95,0.02,4.89,10.27,41.86
1502004,448,2730,1828,11402,2.8,71.69,80.69,2.24,0,6.21,85.01,12.29,46.75,230.67,397.42,0.37,14.88,85.24,16.85,3.88,39.61,66.19,12.86,6.73,1.48,2.52,57.55,0.22,4.1,2.02,0,71.17,73.21,25.5,57.74,49.02,42.29,99.34,99.58,99.36,68.01,36.2,35.91,1,0.58,0.37,37.78,0.439,579.47,1320.93,1.311,1221.06,931.63,5.92,9.63,34.14,13.72,1233.55,1200.46,52.06,7.9,5.23,0,86.86,15,0.1,21.93,4.76,1.07,5.76,0.61,0.05,5.43,14.59,44.84
1502103,3376,19040,12864,79320,3.78,74.93,93.84,2.42,0.1,6.13,85.36,9.41,43.51,312.99,455.07,0.42,15.38,78.64,15.44,2.99,25.16,55.43,12.07,12.69,1,17.59,75.45,2.18,3.5,1.83,0.37,56.84,58.2,40.89,67.12,39.78,50.9,99.14,98.64,98.75,62.19,48.35,48.75,3.06,1.55,0.34,43.97,0.558,899.49,1611.69,0.77,1423,1848.47,4.01,0.21,43.87,10.22,1556.24,1478.26,51.3,13.53,1.23,0,85.23,15,0.08,22.67,3.85,1.02,2.27,1.71,0.01,5.59,10.6,42.19
1502202,1872,9835,7364,40102,39.25,59.5,82.55,10.24,0.05,5.41,79.6,14.97,44.12,372.98,660.56,0.61,28.5,66.39,41.88,17.29,74,47.67,28.56,31.27,6.26,17.67,49.46,4.81,4.04,2.04,0,73.53,83.74,9.68,66.54,47.25,53.54,98.59,97.01,97.75,73.96,52.07,61.35,7.47,3.78,0.44,42.19,0.534,1197.55,2240.53,0.899,1871.04,2080.37,4.53,1.51,41.56,44.53,2118.43,1971.11,46.7,25.42,1.2,0.13,73.25,16,0.09,20.31,4.27,0.99,33.64,18.63,0.06,5.03,16.91,43.25
1502301,1538,7877,5897,32774,21.59,63.93,82.62,5.71,0.17,5.53,79.68,8.85,41.53,326.03,471.14,0.44,15.31,74.43,13.31,3.9,29.81,44.72,10.23,7.7,3.74,19.15,67.78,0.53,3.89,1.96,0,55.04,53.1,42.04,45.64,63.82,33.18,98.46,97.55,97.86,74.72,28.91,31.01,1.83,0.75,0.08,46.71,0.621,963.04,1551.76,0.939,1444.9,1539.5,2.47,0.82,46.33,11.08,1497.28,1465.38,50.19,17.05,2.33,0.07,80.55,14,0.05,23.17,2.59,1.09,40.31,11.89,0.02,5.22,10.33,40.96
