cod_ap,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c5z_v0450_naonulo,c5z_v0450_naonulo_carteira,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,e4z_v4276_naonulo,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
2927408999082,768,3105,7402.9999998,28006.99999912,44.51,75.79,5.92,9.09,3.78,66.76,32.12,39.77,436.15,615.36,0.75,1.32,92.19,44.88,10,99.92,70.82,86.79,48.36,14.32,82.69,91.18,65.36,7.41,89.63,11.96,73.81,100,100,100,48.61,91.86,80.84,36.01,34.2,17.79,0.82,5.5,63.24,0.666,1066.5,1602.23,0.777,1339.62,1723.41,8.84,5.65,27.18,46.05,60.76,51.59,47.93,0,10.79,1412.12,1392.21,46.02,3.27,11.99,18.21,0.28,68.96,0.55,21,0.07,14.78,2.35,0.96,30.68,5.31,0,100,100,3.67,33.45,39.25
2927408999083,399,1578,4009.99999995,15481.99999983,34.12,74.36,13.3,5.55,3.86,65.91,31.02,40.9,489.71,856.67,1.09,3.26,96.76,37.35,12.01,99.62,48.22,92.6,37.46,26.93,92.3,91.45,46.53,13.92,92.26,8.47,79.97,100,100,100,41.04,95.52,87.3,45.24,38.91,21.65,1,5.96,65.55,0.565,1244.32,2202.96,0.739,1702.32,2304.39,12.91,6.43,28.01,47.18,62.01,53.98,44.56,0,7.63,1846.23,1798.81,42.28,3.58,15.43,22.44,0.02,60.88,1.23,22,0.09,12.04,2.66,0.94,31.89,7.82,0,100,100,3.62,32.28,40.07
2927408999084,550,2090,5525.00000001,20947.99999992,33.36,39.62,5.34,35.12,3.79,61.32,37.65,42.61,688.66,1116.94,1.44,5.86,98.63,32.42,9.84,99.71,94.79,94.22,91.64,4.01,98.61,98.67,93.72,29.46,94.85,6.4,83.23,100,100,100,24.28,97.73,85,46.28,56.06,36.66,1.63,7.3,66.57,0.684,1653.12,2416.93,0.841,1983.01,2358.93,17.23,7.92,26.51,48.92,65.88,58.12,39.27,0,6,2021.35,2049.27,40.67,3.1,16.34,17.78,0.06,65.13,0.68,24,0.09,10.89,2.67,0.9,30.09,3.88,0,100,100,3.62,38.56,41.83
2927408999085,554,2055,5446.99999998,19528.99999974,42.16,35.32,6.02,15.02,3.59,64.56,34.48,38.87,467.14,704.29,0.86,2.18,83.78,40.26,7.65,99.58,65.71,78.56,57.13,15.62,88.74,85.77,62.73,12.59,93.22,6.49,78.2,100,100,100,29.5,88.24,85.51,39.99,41.64,24.27,0.51,6.32,72.57,0.652,1130.29,1733.07,0.734,1381.19,1882.78,9.81,4.33,27.61,52.53,63.35,54.03,48.41,0,10.06,1434.72,1454.18,40.77,2.43,14.49,21.77,0.17,63.14,0.42,22,0.06,14.08,2,0.92,31.87,7.03,0,100,100,3.32,35.66,37.8
2927408999086,444,1726,4546.9999999,17390.99999952,31.01,16.11,2.53,27.07,3.82,63.78,36.7,42.62,672.59,851.49,1.07,5.54,98.91,30.22,10.69,100,94.96,97.28,92.11,3.02,94.61,93.89,89.6,19.78,97,4.55,86.33,100,100,100,14.34,96.92,91.14,40.09,56.58,36.14,1.34,7.46,67.73,0.647,1384.59,2141.3,0.774,1711.23,2209.57,16.76,5.32,33.24,45.22,67.78,61.37,36.37,0,7.35,1798.5,1786.26,45.56,3.43,15.21,22.79,0.31,60.96,0.72,24,0.09,10.01,2.52,0.9,29.14,2.34,0,100,100,3.51,39.45,41.09
2927408999087,533,2121,5266.99999995,20092.99999987,26.24,12.54,3.76,51.5,3.81,61.77,36.68,42.88,739.16,1110.01,1.43,8.36,99.54,24.09,12.22,99.76,97.96,98.63,82.67,0.35,98.7,99.11,97,30.64,96.25,4.59,85.91,100,100,100,23.53,90.96,96.35,46.08,60.58,40.41,1.57,7.79,67.37,0.716,1730.84,2417.85,1.046,2119.45,2026.65,18.33,6.43,33.13,45.06,65.62,61.69,37.02,0,3.58,2255.36,2095.41,40.54,3.56,16.92,21.88,0.22,60.55,0.43,24,0.1,9.99,2.76,0.88,25.81,2.87,0,100,100,3.52,39.29,41.65
2927408999088,483,1828,4819.99999998,18669.99999983,31.24,7.86,3.72,43.87,3.87,64.65,35.4,41.28,688.66,1065.95,1.36,5.28,98.87,29.95,11.1,100,95.39,97.91,77.27,3.11,96.06,97.11,94.98,23.56,96.81,3.61,85.15,100,100,100,23.74,95.88,84.44,46.97,61.75,39.89,0.66,7.87,70.99,0.705,1695.14,2406.08,0.546,1879.83,3443.54,20.18,5.3,34.2,46.72,72.24,66.29,32.45,0,3.84,2193.88,2098.38,43.82,3.46,15.73,25.24,0.2,58.13,0.69,23,0.08,10.85,2.24,0.92,27.03,2.86,0,100,100,3.46,38.7,39.59
2927507001001,475,2114,4306.99999992,17932.9999995,31.23,88.64,3.94,0.18,4.16,60.23,28.54,50.71,294.75,455.68,0.5,0.19,45.11,63.88,16.33,65.32,59.57,26.87,5.16,52,41.74,46.84,46.41,2.09,72.04,30.45,62.17,100,100,100,67.89,94.67,78.95,27.18,13.79,8.14,0.81,3.08,57.5,0.976,848.02,868.58,0.528,749.21,1418.96,9.76,15.69,8.29,52.73,25.29,14.77,55.36,0,3.31,840.07,859.6,42.87,4.55,13.39,14.69,0,71.87,0.06,22,0.25,13.12,8.12,0.97,12.45,4.99,0,100,100,3.67,32.26,47.94
2927606001001,448,2401,3876.99999993,17353.79241666,36.22,84.39,4.68,0,4.48,67.41,17.94,48.54,183.64,308.36,0.35,0.12,31.98,73.01,15.95,52.7,40.05,23.43,39.3,57.05,28.36,38.25,34.84,0.53,55.59,48.79,48.61,100,100,100,79.52,90.87,75.43,30.36,5.6,2.44,0,1.88,51.4,0.751,704.42,937.97,0.752,777.96,1035.17,6.04,15.58,10.67,45.91,12.63,8.62,38.79,0,2.34,850.35,840.14,58.66,4.31,22.4,7.81,0.14,69.66,0,20,0.17,13.06,6.36,1.02,30.05,5.63,0,100,100,4.24,19.66,47.55
2927705001001,622,2591,6148.99999995,23887.99999955,37.49,62.69,12.14,2.69,3.88,67.16,17.77,40.66,430.03,1075.38,1.39,3.63,50.82,44.52,8.83,81.54,49.21,62.14,19.59,22.32,66.07,67.51,29.35,11.34,77.3,29.42,66.11,100,100,100,48.42,88.67,62.18,36.83,25.26,16.72,3.22,4.32,64.1,0.575,1282.74,2232.52,0.417,1331.96,3197.44,18.47,5.66,15.92,53.89,29.13,23.22,71.31,0,6.84,1816.65,1937.15,41.22,2.67,28.67,8.46,0.1,57.61,5.15,20,0.08,14.9,3.1,1.11,56.72,29.46,0.43,100,100,3.62,20.14,39.52
2927804001001,323,1326,1586.99999999,7024.9999998,34.45,65.61,8.12,0.29,4.43,63.99,19.47,48.66,284.64,466.9,0.57,0.36,64.99,61.19,16.27,91.53,54.44,57.02,53.19,40.42,38.81,59.41,37.58,2.27,67.09,36.87,61.42,100,100,100,73.61,86.31,67.88,39.49,13.68,9.48,0.72,2.94,46.2,1.013,919.2,907.14,0.985,909.39,923.39,13.47,10.27,11.34,40.96,49.84,41.6,54,0,7.27,965.77,911.08,46.58,4.18,27.77,15.75,0,56.09,0.38,21,0.18,10.38,5.67,1.06,25.05,8.45,0,100,100,4.14,19.48,47.14
2927903001001,572,2157,2859.99999998,11026.99999997,27.43,85.37,5.76,0,3.86,61.64,34.1,50.58,346.62,588.27,0.68,1.09,84.53,56.71,17.02,91.07,54.28,51.3,52.76,23.23,79.22,60.15,45.03,2.99,69.15,36.64,62.87,100,100,100,64.22,95.81,74.29,39.15,14.88,10.24,0.51,3.1,54.42,0.822,880.24,1070.63,0.556,838.67,1507.95,11.61,14.1,14.39,46.59,22.26,21.61,75.99,0,9.01,1037.1,983.95,35.3,4.92,23.86,16.55,0,58.9,0.7,22,0.31,11.88,10.02,0.97,33.66,6.61,0,100,100,3.53,36.66,48.66
2928000001001,746,3171,7344.99999982,30954.99999922,30.8,83.8,7.42,0.65,4.21,64.81,22.18,47.26,309.9,624.57,0.77,1.86,54.63,60.48,17.42,73.64,70.8,48.19,65.79,42.72,47.03,54.08,62.98,5.45,68.18,38.83,61.86,100,100,100,70.07,93.9,72.91,33.38,14.8,10.47,0.79,3.01,57.31,0.638,902.21,1414.29,0.575,1041.73,1811,10.83,11.5,15.25,48.57,24.47,20.4,77.97,0,6.13,1332.82,1213.15,38.91,5.08,22.41,10.83,0.1,66.59,0.07,21,0.18,12.32,6.11,1,19.09,5.94,0,100,100,3.85,24.93,45.35
2928059001001,425,2048,3696.99999999,16061.32382103,36.84,57.09,6.63,0,4.34,66.14,17.61,47.35,321.37,409.51,0.46,0.62,50.07,61.05,15.9,64.11,53,28.79,51.87,45.4,41.1,33.17,34.57,1.99,66.77,45.38,57.74,100,100,100,66.34,86.04,68.38,31.17,8.97,5.84,0,2.34,52.35,0.907,807.7,890.51,0.883,845.99,958.15,10.52,12.95,16.33,43.8,31.83,26.75,71.7,0,5.08,875.28,865.76,43.16,4.59,14.68,8.04,0.33,76.4,0.55,19,0.15,14.93,5.81,1.06,31.21,11.32,0,100,100,3.94,21.41,45.49
2928109001001,554,2412,5447.00000005,22787.00000026,26.49,78.51,12.82,1.22,4.18,61.67,25.11,46.95,459.1,814.45,1.05,2.13,98.29,45.57,13.23,97.44,3.15,85.83,1.23,8.09,86.11,83.26,3.15,6.66,80.7,27.03,71.78,100,100,100,55.91,93.64,86.11,37.42,25.55,17.45,1.55,4.37,58.21,0.575,1104,1920.61,0.75,1409.37,1879.52,17.28,10.54,17.88,47.81,20.2,19.35,73.11,0,8.94,1645.81,1582.31,42.34,3.51,35.93,7.92,0.03,55.65,0.48,22,0.18,11.91,5.84,0.98,36.52,12.12,0,100,100,3.87,28.16,45.41
2928109001002,423,2057,3914.99999992,18473.99999943,27.67,95.35,0.55,0.16,4.72,66.92,14.18,48.83,173.31,279.02,0.31,0.24,44.58,72.73,10.02,42.66,0.97,25.8,0,68.44,0,19.94,0.97,2.44,61.24,49.63,54.79,100,100,100,76.81,91.45,86.84,20,2.98,1.52,0,1.61,30.72,0.727,691.44,951.41,0.861,802.51,932.36,3,14.11,12.89,26.76,23.66,10.58,63.61,0,2.82,783.08,850.37,64.87,2.28,34.39,7.68,0,57.6,0.33,19,0.15,13.58,5.79,1.08,8.2,2.25,0,100,100,4.49,14.77,47.8
2928208001001,629,2554,5851.00000008,24139.00000014,22.06,90,2.17,0,4.13,61.25,18.99,49.08,288.09,545.5,0.67,1.34,86.17,58.7,19.59,72.64,3.24,45.37,1.43,29.2,43.59,46.56,2.69,3.9,69.11,35.42,61.58,100,100,100,64.16,94.76,84.84,32.61,15.56,11,0.19,3.13,51.08,0.875,1064.24,1216.53,0.692,996.32,1439.77,10.98,15.1,10.92,45.5,27.18,21.32,66.48,0,9.14,1165.32,1154.97,44.39,5.88,38.85,6.9,0,53.92,0.32,22,0.24,13.19,7.83,1.05,13.72,3.86,0,100,100,3.92,21.22,48.04
2928307001001,441,2106,2013.99999996,8643.99999995,35.29,90.37,1.44,0,4.29,59.62,29.94,52.67,264.75,384.78,0.46,0.29,13.88,62.5,12.49,58.96,6.65,9.76,0.39,57.5,8.59,25.87,3.1,0.51,70.27,28.84,61.85,100,100,100,63.15,96.03,86.25,22.13,10.95,6.07,0,2.77,51.7,0.691,626.13,905.62,0.655,729.96,1115.14,6.43,19,5.5,48.85,23.92,12.47,42.1,0,1.36,897.52,773.89,47.35,3.22,10.26,15.73,0.08,73.89,0.04,22,0.29,11.7,9.23,0.98,7.68,4.54,0,100,100,3.93,32.23,50.79
2928406001001,543,2404,5447.00000009,24026.00000052,35.29,86.68,3.17,0.14,4.41,67.78,23.22,48.3,229.55,487.87,0.53,0.53,56.44,69.81,19.86,55.99,7.78,51.18,3.67,43.9,40.73,51.93,5.37,2.97,74.77,30.5,65.04,100,100,100,52.57,92.1,84.95,30.35,11.45,6.89,0.18,2.88,51.08,0.689,788.78,1145.09,0.562,820.78,1459.42,8.69,14.86,14.95,43.44,13.96,10.88,68.82,0,5.13,999.98,995.54,48.53,5.95,27.33,7.98,0.1,64.22,0.36,19,0.16,13.28,5.92,1.05,11.97,4.09,0,100,100,4.11,25.66,46.89
2928505001001,483,2159,2203.99999994,8695.99999962,26.29,84.92,2.94,0.21,3.95,57.63,26.23,52.12,321.37,434.89,0.5,0.67,60.1,58.96,13.61,54.02,2.04,46.79,0,52.23,14.67,45.6,2.04,2.56,64.5,43.38,56.54,100,100,100,65.17,91.72,81.24,29.81,7.14,3.73,0,2.21,51.44,0.838,725.35,865.12,0.813,757.92,932.13,8.96,21.7,7.47,47.6,30.83,15.53,64.68,0,5.22,737.66,807.87,38.73,3.84,28.24,12.95,0.09,58.66,0.05,22,0.31,12.57,10.42,1.03,12.79,6.91,0,100,100,3.72,28.49,50.82
2928604001001,1440,5956,14301.00000002,58414.00000007,30.57,81.54,9.2,5.17,4.08,60.2,35.13,47.88,413.19,681.5,0.84,1.9,72.85,47.45,17.6,94.78,63.48,60.36,52.02,30.42,75.3,59.5,51.69,6.96,83.58,18.67,72.76,100,100,100,47.35,95.75,84.93,31.04,30.68,19.12,0.95,5,57.9,0.725,1052.01,1451.62,0.696,1232.93,1772.51,12.81,13.11,21.81,45.28,48.57,36.57,60.58,0,8.29,1183.32,1275.75,39.98,5.18,7.71,27.85,0.36,63.86,0.23,23,0.2,11.87,6.04,0.96,18.17,4.5,0,100,100,3.47,40.03,44.77
2928703001001,2005,7825,19915.99999997,77367.9999997,26.22,76.5,10.69,2.6,3.88,60.46,31.55,45.21,460.63,817.71,1.05,4.46,73.59,41.39,15.69,96.64,68.6,75.77,58.54,16.07,79.12,81.95,56.51,10.28,83.88,20.28,75.01,100,100,100,50.5,94.84,83.09,43.2,27.96,18.33,1.99,4.87,64.51,0.629,1148.88,1825.79,0.473,1158.58,2446.98,14.45,11.24,19.01,52.25,48.85,39.27,60.61,0,7.85,1549.14,1516.67,35.78,5.05,26.43,20.48,0.03,52.69,0.38,24,0.2,10.94,5.93,0.91,30.76,9.17,0.03,100,100,3.58,32.69,43.73
2928802001001,477,2071,4683.9999999,19692.99999922,29.19,84.56,8.33,0.89,4.2,65.8,31.84,46.24,382.59,653.71,0.82,1.96,66.41,48.91,11.9,95.73,2.3,76.86,0.82,8.89,74.36,83.52,1.4,6.96,80.58,23.79,69.75,100,100,100,52.55,92.37,86.27,35.69,24.98,18.34,1.66,4.32,59.57,0.601,1015.95,1691.7,0.811,1294.51,1596.92,19.73,11.45,20.78,47.19,28.01,23.28,69.25,0,7.49,1454.75,1372.38,40.73,3.2,22.16,16.47,0.06,61.04,0.27,21,0.17,12.46,5.64,0.9,30.02,12.57,0,100,100,3.86,32.56,44.82
2928802001002,517,2362,4792.00000018,21452.00000055,33.37,93.24,0.4,0,4.48,65.86,29.32,51.5,263,348.29,0.37,0.38,17.7,66.41,15.06,66.07,1.45,18.83,0,62.3,0,33.88,0,0.85,60.13,45.02,53.41,100,100,100,77.72,88.57,77.86,20.22,2.76,1.03,0,1.68,56.68,0.825,709.27,860.01,1.084,805.4,742.95,1.52,15.76,7.78,52.27,26.02,9.64,49.14,0,3.19,706.68,795.11,49.22,3.72,9.55,22.4,0.04,66.82,1.19,19,0.21,13.56,7.7,0.97,9.05,3.15,0,100,100,4.12,31.36,49.54
2928901001001,421,1880,4252.00000005,19006.00000015,29.16,81.93,3.22,0.12,4.47,68.69,14.06,45.68,344.33,510.51,0.59,2.1,52.63,56.94,10.97,64.57,79.39,53.66,3.17,43.15,31.26,52.07,65.31,4.96,63.07,43.07,53.27,100,100,100,77.19,87.01,73.85,27.84,9.72,5.81,0.11,2.55,46.59,0.736,885.91,1203,0.893,1000.87,1120.93,12.7,12.7,11.25,41.35,20.33,18.74,72.48,0,6.79,1142.13,1092.32,46.44,2.78,31.51,5.55,0.12,62.64,0.18,19,0.14,14.74,5.47,1.08,14.66,8.51,0,100,100,4.25,15.9,44.67
2928950001001,483,2043,2234,8617.66348788,21.49,88.8,4,0.26,3.86,59.41,20.17,48.33,346.62,452.86,0.53,0.65,63.4,54.67,11.45,75.96,58.89,49.58,58.27,42.89,66.47,52.01,55.44,1.26,77.11,31.99,71.64,100,100,100,62.96,95.11,79.42,41.22,13.01,9.96,0.14,2.99,60.79,0.695,552.37,795.3,0.809,659.16,814.48,12.79,15.35,7.74,56.08,11.93,11.7,85,0,4.49,733.11,692.52,29.03,3.31,24.92,4.55,0.12,70.35,0.07,24,0.23,10.26,6.55,1,21.13,3.59,0,100,100,3.54,23.13,46.44
2929008001001,635,2826,3201.99999994,13698.99999992,35.93,85.03,6.98,0.19,4.28,62.04,34.07,47.51,346.62,630.41,0.8,1.04,58.77,54.08,9.75,88.19,72.52,62.62,71.69,35.34,62.04,60.14,64.06,5.33,78.38,22.24,68.24,100,100,100,57.9,95.34,81.2,32.03,21.28,14.53,0.71,4.26,50.38,0.924,1187.06,1284.99,0.851,1222.82,1437.3,14.39,13.32,18.69,40.96,59.14,39.33,56.85,0,6.37,1158.39,1241.62,44.09,2.72,10.03,24.81,0.51,64.27,0.38,22,0.21,11.01,6.37,0.95,15.7,4,0,100,100,4.04,34.19,46.63
2929057001001,574,2517,2785.99999999,11758,27.28,80.16,10.59,0.23,4.22,67.77,22.46,45.94,344.33,539.01,0.63,0.98,78.26,55.78,11.77,82.22,2.54,76.71,1.65,18.53,69.96,78.31,2.08,6.53,77.46,36.61,70.75,100,100,100,63,94.14,82.46,34.59,16.11,10.28,0.1,3.27,61.44,0.599,853.5,1424.79,0.844,1105.94,1310.83,11.01,11.68,17.3,50.81,14.35,14.1,69.07,0,7.17,1218.15,1191.82,44.77,3.16,40.45,6.98,0.04,52.44,0.1,21,0.17,12.3,5.83,1.03,35.47,9.19,0,100,100,3.9,25.06,44.5
2929107001001,517,2307,4969.00000004,20228.00000012,25.98,85.1,3.31,0,4.07,57.55,29.27,50.29,344.33,627.07,0.73,0.95,25.6,57.8,21.21,76.42,5.99,44.49,5.34,27.63,36.89,54.83,4.41,4.74,69.5,37,63.13,100,100,100,70.61,96.48,82.6,28.26,11.4,7.06,0.44,2.87,60.54,0.661,798.01,1206.58,0.611,974.48,1595.62,5.08,18.04,10.27,54.32,20.21,10.44,65.94,0,2.79,1041.28,1040.45,38.37,6.09,10.65,17.38,0.12,71.74,0.11,23,0.28,10.84,8.34,1.02,13.67,5.61,0,100,100,3.7,31.15,48.46
2929206001001,624,2619,6222.00000005,26282.00000006,37,86.73,4.87,0,4.22,66,34.76,44.77,395.75,805.86,1.03,2.28,71.84,49.27,18.83,92.98,73.56,54.94,51.29,39.31,56.66,61.03,56.64,6.58,85.33,14.66,72.1,100,100,100,52.05,97.1,83.26,34.17,23.76,16.37,0.56,4.8,60.2,0.795,1490.78,1875.01,0.966,1703.45,1763.31,14.56,8.16,31.98,40.95,40.38,41.51,46.61,0,7.22,1669.68,1700.84,49.07,5.32,8.88,28.36,0.04,62.44,0.29,22,0.12,13.06,3.79,0.99,23.45,6.24,0.03,100,100,3.71,39.45,42.62
2929255001001,495,2526,4198.00000005,18686.80631022,36.46,84.28,4.08,0,4.45,71.14,16.78,45.29,229.55,607.08,0.76,1.22,76.19,67.47,18.04,83.67,8.5,33.46,0.66,40.74,47.17,55.42,7.67,6.79,74.19,28.95,66.11,100,100,100,53.58,93.17,74.65,31.2,11.56,7.67,0,3.08,47.3,0.372,724.07,1945.41,1.88,1731.85,921.08,7.24,14.85,18.6,38.5,15.54,12.33,71.29,0,6.26,1788,1459.31,52.46,4.39,29.26,2.99,0,67.7,0.05,20,0.13,13.38,4.7,1.03,19.4,5.9,0,100,100,4.11,20.31,44.08
2929305001001,634,2858,6115.99999993,26999.9999996,33.99,82.83,3.77,0,4.41,64.18,29.83,48.21,346.62,605.66,0.75,1.76,53.45,54.56,17.87,91.37,1.31,54.5,1.14,22.92,39.76,64.11,1.07,5.07,77.97,23.27,68.34,100,100,100,57.34,96.45,80.54,27.64,21.01,14.16,1.06,4.04,56.23,0.741,1058.26,1428.82,0.312,996.21,3190.29,10.61,14.4,16.69,46.84,53.49,37.45,49.09,0,9.22,1216.49,1266.97,42.75,4.85,9.01,31.44,0.07,58.6,0.88,22,0.23,11.76,7.16,0.93,17.82,6.6,0,100,100,3.84,33.28,45.96
2929354001001,321,1325,1514.99999994,6210.00000019,37.76,74.96,6.35,0,4.1,66.02,27.99,47.77,278.91,410.68,0.47,0.77,75.83,60.98,15.44,82.6,53.46,46.87,53.46,27.08,51.29,43.22,32.99,2.07,69.22,43.87,60.32,100,100,100,62.64,89.43,79.49,22.68,8.09,4.28,0.51,2.22,49.76,0.711,676.34,951.74,0.871,825.95,947.92,13.29,12.98,20.6,39.51,39.22,35.29,54.4,0,4.97,942.52,848.2,44.18,4.49,16.17,13.95,0,69.67,0.22,19,0.18,13.86,6.73,1.06,45.29,18.84,0,100,100,3.62,32.63,45.11
2929370001001,234,928,2346.00000002,9233.00000016,27.53,89.03,4.93,0,3.94,65.28,22.4,47.32,229.55,349.09,0.38,0,57.73,70.13,13.04,66.13,75.62,50.9,34.47,44.58,58.44,53.81,67.7,1.35,65.58,37.52,57.65,100,100,100,70.09,89.29,70.79,22.7,7.44,4.9,0,2.31,51.75,0.893,788.67,883.11,0.797,799.71,1003.98,7.34,13.29,20.29,41.25,11.98,14.52,70.14,0,3.5,868.15,848.15,48.66,4.3,24.4,8.78,0.18,65.81,0.83,21,0.2,11.82,6.68,0.99,26.68,11.04,0,100,100,3.73,24.48,46.2
2929404001001,541,2207,2559.00000002,10020.00000009,25.01,87.99,2.03,0,3.92,56.86,23.41,49.47,414.11,606.1,0.7,0.14,22.81,50.64,14.57,75.17,11.07,59.37,10.44,38.24,30.04,55.95,8.93,2.96,73.06,28.83,66.05,100,100,100,59.63,90.93,70.7,32.8,7.16,3.58,0,2.59,68.63,0.66,726.52,1101.05,0.634,789.71,1246.26,5.54,19.89,4.32,65.67,13.74,10.59,75.36,0,2.36,867.33,938.85,28.45,4.46,28.08,20.22,0,51.65,0.06,23,0.27,12.28,8.59,1.02,17.21,5.41,0,100,100,3.64,25.2,48.1
2929503001001,952,4082,9571.0000001,39960.00000035,33.44,79.17,6.18,0.2,4.18,63.84,28.16,46.29,367.28,673.71,0.85,2.07,56.73,49.8,13.14,93.47,66.51,48.53,62.35,31.64,64.97,50.12,49.03,7.6,82.03,20.07,72.72,100,100,100,49.92,95.97,83.62,42.89,22.5,13.97,0.63,4.42,54.32,0.632,1124.61,1780.34,0.759,1484.28,1956.28,12.48,8.84,26.76,39.78,49.84,44.68,54.88,0,7.63,1517.2,1527.93,48.02,3.77,9.42,23.43,0.15,66.55,0.45,22,0.16,11.65,4.95,0.99,20.24,4.66,0,100,100,3.68,32.92,43.97
2929602001001,453,1931,4052.99999996,16450.00000002,26.19,86.56,5.32,0,4.06,61.41,33.23,48.62,369.12,575.87,0.72,0.55,33.96,49.12,14.29,95.56,2.19,47.78,2.19,22.75,39.02,74.46,2.19,4.52,74.1,32.87,67.92,100,100,100,62.28,95.2,90.94,34.43,15.4,11.22,0.85,3.3,50.41,0.887,1038.98,1171.52,0.569,977.54,1716.87,12.01,17.73,17.34,41.67,37.81,24.51,58.14,0,5.71,1061.9,1111.76,42.97,4.08,16.6,23.89,0.22,59.15,0.14,22,0.24,10.83,7.84,0.95,20.43,5.36,0,100,100,3.71,36.49,46.99
2929701001001,442,2110,3921.99999996,17250.99999981,35.07,91.82,0.87,0,4.4,62.36,19.47,49.3,172.16,296.65,0.31,0.48,47.03,75.27,16.91,48.29,62.94,37.69,39.38,62.88,26.71,34.1,45.75,1.11,61.15,42.35,53.66,100,100,100,68.73,89.18,62.35,25.7,8.08,4.37,0,2.13,57.05,1.04,704.4,677.25,0.981,685.17,698.42,4.46,14.8,9.59,51.58,20.1,7.01,47.5,0,3.51,675.78,688.74,52.69,4.83,34.35,7.22,0.03,57.71,0.69,21,0.21,14.58,7.56,1.03,11.73,6.73,0,100,100,4.08,20.73,47.96
2929750001001,501,1912,2670.00000007,10193.00000031,27.41,87.81,4.28,0.38,3.82,57.95,28.27,48.57,408.6,580.89,0.69,0,84.48,47.28,21.93,98.58,14.36,75.16,11.84,14.87,66.73,73.99,12.15,2.56,82.29,16.67,73.2,100,100,100,43.59,96.46,80.79,41.08,20.12,10.29,0.24,4.2,59.42,0.626,712.29,1138.46,0.63,910.83,1445.51,8.87,17.97,10.05,53.45,22.33,19.3,68.58,0,7.93,804.29,950.29,32.44,7.22,7.42,18.71,0.35,73.36,0.16,24,0.26,11.04,7.42,1.01,19.91,11.4,0,100,100,3.35,33.88,45.92
2929800001001,325,1293,3062.00000001,11488.00000011,20.67,85.38,6.82,0,3.75,55.57,28.12,50.3,277.3,457.13,0.51,0.54,75.4,64.28,21.71,83.31,78.6,42.6,15.64,36.83,40.82,47.53,56.79,2.49,66.83,35.16,59.73,100,100,100,54.4,97.39,85.98,28.68,11.39,8.84,0.41,2.77,49.5,0.764,786.66,1029.77,0.73,845.76,1158.25,13.7,17.96,21.37,38.92,34.23,23.82,57.42,0,6.67,952.81,912.28,46.14,7.09,20.17,5.92,0.19,73.43,0.29,22,0.26,10.96,8.22,0.99,22.92,8.16,0,100,100,3.39,32.11,48.06
2929909001001,443,1864,4186.99999997,16748.99999996,25.82,79.13,13.12,1.15,4,64.76,26.42,45.97,459.1,878.56,1.1,3.55,92.46,45.61,11.79,94.5,1.48,75.26,0.37,6.81,81.91,88.55,1.19,12.64,88.01,18.06,76.21,100,100,100,50.51,94.52,90.19,48.59,32.47,26.34,1.37,5.39,62.04,0.607,1343.05,2211.43,0.768,1682.74,2189.7,18.58,10.73,14.64,52.96,25.95,26.32,67.57,0,6.56,1953.46,1825.23,38.65,3.35,27.54,4.46,0.03,67.79,0.17,22,0.16,13.74,5.2,0.94,37.98,13.05,0.05,100,100,3.82,26.18,44.91
2929909001002,549,2433,5098.99999989,22672.9999993,32.07,92.29,0.57,0,4.45,67.04,19.61,49.93,231.08,389.85,0.43,0.55,62.17,67.05,15.98,37.08,3.94,25.38,0.89,70.84,0.23,25.72,1.67,1.16,72.43,38.18,62.56,100,100,100,59.43,92.63,76.14,24.81,3.49,1.75,0,1.94,57.85,0.739,729.13,986.25,1.06,903.08,851.76,2.77,16.91,3.62,55.76,13.95,6.6,62.19,0,1.54,842.7,887.21,47.87,4.13,32.68,13.89,0.04,53.4,0,20,0.2,14.39,7.39,1.04,7.17,2.44,0,100,100,4.11,21.84,48.24
