cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a15_moradores,a15z_v005_familia,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a2_agua_rede,a22_energia,a23_esgoto_adeq,a24_duravel,a25_urbano,a26_radio,a27_geladeira,a28_televisao,a29_automovel,a3_agua_dentro,a30_fogao_lenha,a4_esgoto_rede,a5_esgoto_inadeq,a7b_sem_banheiro,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_v036_igual_0,b4_freq_15a17,b8_superior_comp,c1_participacao,c13_beneficio,c2_desocupacao,c2z_v047_naonulo,c3_ocupacao,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,d7z_filhos_no_sexo_0,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,f1_tamanho_familia
4216305,543,3048,1934,10386,44.26,77.66,8.48,5.55,5.53,77.31,8.93,44.54,0,51.6,7.91,87.28,45.45,66.34,14.17,9.31,3.41,24.41,91.47,0,69.29,22.8,76.6,30.06,73.7,100,100,84.2,54.18,69.81,0,22.65,0.22,48.57,1.22,0.67,33.25,48.24,0.07,18.98,3.2,1.06,0,16.95,5.42,0.04,0.53,5.38
4216404,439,2353,1539,8577,42.5,93.05,1.1,5.39,5.37,77.3,8.58,43.4,0.39,17.28,0.58,96.95,12.8,46.65,5.33,2.79,1.43,25.41,94.02,0,84.41,15.01,61.3,54.58,60.59,100,100,84.37,84.58,65.41,0,22.01,0,42.3,0.92,0.44,28.9,42.12,0.06,18.32,2.93,1.08,0,12.27,4.58,0,0,5.33
4216503,1168,6997,4430,26640,37.16,47.13,5.94,5.9,5.86,83.94,7.44,40.58,0.36,25.49,11.42,80.47,26.84,76.61,8.56,8.96,5.3,21.74,96.98,0,57.4,31.17,78.8,27.77,72.97,100,100,82.32,50.61,69.9,0,34.16,0.54,40.39,0.59,1.14,26.59,39.93,0.04,21.42,1.91,1.05,0,15.93,9.16,0.06,0.49,5.59
4216602,1864,10492,7398,42535,42.92,74.47,11.03,5.59,5.23,76.72,12.18,41.94,41.19,74.17,23.09,73.79,62.1,76.16,28.98,26.64,8.14,40.16,38.08,0,56.54,20.37,76.55,32.39,74.33,99.49,100,83.85,58.61,77.8,0.34,47.42,1.1,35.98,3.94,3.47,24.76,34.73,0.07,19.22,2.95,1.02,0,32.62,18.67,0.07,26.59,5.35
4216701,460,2629,1949,12500,35.2,79.12,3.13,5.68,5.63,84.76,4.03,38.66,4,13.08,3.13,85.84,16.88,64.39,5.39,0.46,3.95,8.21,95.74,0,53.98,42.89,87.29,18.3,83.24,100,100,81.14,26.87,76.69,0,27.31,0.27,44.68,0.1,0,28.57,44.68,0.03,22.59,1.38,1.09,0,63.44,15.3,0.04,0.75,5.46
4216800,617,3537,2487,15039,44.27,69,1.93,5.74,5.68,80.71,6.39,42.43,3.02,5.47,2.25,85.56,6.15,55.77,2.01,0.64,2.09,5.23,80.9,0,18.3,79.45,66.52,44.05,60.34,100,100,81.89,57.65,64.38,0,23.21,0.24,52.01,0.53,0.14,33.87,51.94,0.05,21.58,2.69,1.05,0,8.64,2.62,0.03,0.48,5.53
4216909,743,4536,2657,16753,50.73,76.14,5.98,6.06,6,88.87,4.32,38.28,6.4,13.59,3.73,77.61,21.15,63.04,9.22,3.35,6.36,12.76,89.42,0,62.93,33.35,79.11,33.47,74.02,100,100,80.15,51.32,66.84,0,22.08,0.62,43.26,0.13,0.31,27.19,43.13,0.03,23.3,1.62,1.05,0,58.31,21.45,0.05,0.7,5.66
4217006,141,899,644,4597,33.23,88.82,6.37,6.54,6.18,82.67,7.62,43.87,10.56,37.89,7.45,75.62,21.43,72.83,8.07,3.57,4.66,25.47,93.79,0,79.81,12.73,87.02,22.18,80.71,100,100,83.79,39.2,69.7,0,40.78,0,32.42,2.55,0,21.58,32.42,0.07,20.22,3.22,1.03,0,16.71,11.54,0,0.66,6.19
4217105,170,1042,561,3470,29.06,91.27,1.07,6.01,5.79,72.12,3.87,43.65,10.7,31.73,1.25,89.48,8.73,76.83,12.12,0.36,5.53,20.86,97.5,0,66.84,31.91,90.06,16.45,85.85,100,100,87.58,43.18,70.54,0,33.33,1.08,50.79,0.39,0.23,37.95,50.67,0.1,15.11,3.89,1.07,0,16.69,5.9,0.2,1.31,5.43
4217204,961,5979,3565,22355,45.39,72.57,9.79,6.13,5.84,83.35,7.27,40.7,1.94,31.5,9.4,67.38,37.39,76.13,16.44,4.94,10.18,20.11,90.32,0,58.43,32.17,85.1,18.56,77.36,100,100,83.38,43.2,73.04,0,24.29,1.01,52.03,0.3,0.31,34.7,51.87,0.03,19.9,1.36,1.03,0,64.35,24.09,0.06,0.5,5.59
4217303,334,2260,1295,8787,45.64,74.75,3.86,6.75,6.69,87.38,5.46,40.38,3.71,6.8,1.54,79.77,10.81,66.18,5.48,1.24,5.64,11.12,98.53,0,78.53,19.92,91.78,10.52,83.75,100,100,80.9,16.67,65.62,0,11.99,0.5,72.39,0.07,0.1,46,72.31,0.03,22.66,1.57,1.06,0,44.01,13.96,0.28,0.78,6.43
4217402,172,936,635,3364,45.04,90.55,3.31,5.45,5.07,77.94,2.12,44.69,0,72.28,5.2,98.11,20.94,79.21,22.83,7.72,12.91,10.55,91.5,0,83.15,11.65,92.48,10.25,88.52,100,100,86.77,22.75,69.93,0,27,0,39.9,0.16,0,29.7,39.9,0.11,15.46,4.34,1.07,0,32.76,4.21,0.21,13.76,4.86
4217501,605,3490,2123,13374,42.39,83.56,4.33,5.77,5.61,82.1,3.13,39.91,4.8,24.02,6.03,82.38,17.43,76.97,15.07,4.15,12.29,37.68,91.33,0,66.32,27.65,80.45,37.42,74.11,100,100,82.56,44.29,70.13,0,20.02,0.3,54.52,0.27,0.08,36.2,54.48,0.05,21.01,2.42,1.05,0,36.64,9.73,0.66,1.27,5.44
4217600,550,3406,1993,13341,41.45,67.59,21.12,6.28,5.94,83.24,9.37,43.87,53.39,59.01,31.06,98.09,34.87,83.54,33.32,20.12,10.79,50.28,77.17,0,39.94,29,83.21,25.74,77.79,99.94,100,86.23,52.2,73.08,0.03,47.1,0.07,37.85,3.62,1.69,26.21,37.22,0.06,17.26,2.78,1,0,19.18,4.03,0.09,5.67,5.8
4217709,1065,6521,3049,18049,53.43,80.58,6.46,6.09,5.99,79.51,7.07,42.89,2.39,33.09,9.02,78.45,22.07,55.17,8.95,6.89,5.18,15.12,86.16,0,62.45,28.53,72.92,40.89,69.26,100,100,84.72,69.32,63.63,0,14.12,0.19,45.04,0.52,0.82,30.43,44.67,0.05,18.78,2.48,1.06,0,16.63,7.57,0.03,1.31,5.85
4217808,894,5378,3123,18711,44.41,67.88,13.45,5.88,5.79,83.96,4.69,40.95,5.25,34.49,0.26,76.5,24.4,66.67,14.82,8.18,2.96,22.61,93.08,0,88.76,10.98,83.47,21.16,77.71,100,100,84.22,41.03,62.17,0.03,17.33,0.43,52.06,0.49,0.54,34.9,51.78,0.05,19.23,2.49,1.06,0,34.46,8.02,0.43,0.12,5.6
4217907,622,3606,2239,13313,33.45,78.07,5.94,5.76,5.67,80.85,6.82,41.75,7.24,27.87,5.9,90.93,19.79,76.33,11.34,5.14,8.49,21.75,96.43,0,74.72,19.38,80.95,28.23,72.24,100,100,82.97,43.6,63.96,0,24.05,0.13,67.61,0.47,0.2,45.25,67.47,0.06,20.46,2.72,1.03,0,20.24,3,0.2,0.09,5.49
4218004,622,3093,2448,12774,41.99,75.41,8.09,5,4.82,68.37,13.26,45.48,0.49,41.87,8.54,96.28,55.43,62.58,17.65,11.52,4.04,13.32,74.43,0,59.44,32.03,71.86,34.42,64.85,100,100,85.71,62.04,64.83,0,23.16,0.58,46.87,3.41,1.94,33.04,45.96,0.1,17.6,4.29,1.02,0,17.65,7.56,0.03,1.44,4.78
4218103,341,2214,975,6300,46.36,80.41,3.59,6.4,6.14,85.63,7.24,42.37,1.13,28.62,3.69,99.49,10.56,71.28,13.23,3.38,3.18,9.85,91.18,0,52.62,43.69,74.07,36.36,69.16,100,100,84.67,63.16,62.62,0,17.48,0,52.02,0.54,0.13,35.29,51.95,0.05,19.22,2.35,1.1,0,28.76,9.13,0.19,7.22,5.73
4218202,699,3616,2211,11829,26.68,82.68,9.41,5.19,4.8,74.49,7.78,44.22,1.49,84.22,30.3,93.62,60.33,87.11,47.08,25.73,19.9,39.8,60.38,0,66.21,3.48,95.98,6.48,89.13,100,100,87.67,9.02,71.98,0.1,39.64,1.11,51.85,2.36,1.59,38.36,51.02,0.13,14.68,4.95,1.02,0,28.5,12.17,0.52,1.28,4.58
4218301,309,1592,1210,6461,53.22,50.91,28.84,5.05,5.14,76.59,13.3,43.35,1.98,39.17,3.22,90.58,31.07,70.41,10.17,6.86,5.45,8.93,87.11,0,84.55,12.23,74.71,34.55,69.32,100,100,82.77,47.06,65.21,0,21.9,0,42.73,3.45,4.06,28.96,40.99,0.07,20.41,2.94,1,0,35.13,15.38,0.71,15.31,4.94
4218400,312,1947,1018,6326,39.19,82.91,2.46,6.21,6.01,85.1,4.99,41.82,2.16,32.32,2.95,92.04,8.94,73.77,5.7,1.77,4.72,14.24,97.05,0,40.96,56.09,75.34,34.83,72.2,100,100,84.51,73.71,61.8,0,15.48,0.15,51.03,0.44,0,34.87,51.03,0.05,19.54,2.26,1.03,0,6.64,3.4,0,1.91,5.73
4218509,191,1012,688,3591,37.06,70.2,5.67,5.32,5.29,75.28,8.23,43.87,13.95,47.38,14.68,78.49,24.71,69.91,15.12,3.63,11.92,36.92,96.08,0,60.03,25.29,81.53,27.18,76.09,100,100,85.96,31.35,67.86,0,21.26,0,46.5,0.35,0.25,33.44,46.38,0.08,16.54,3.54,1.02,0,26.76,3.24,6.35,0.85,5.25
4218608,326,1569,1360,7331,22.21,75.44,13.09,4.84,4.6,71.53,5.44,44.91,10.07,62.72,11.99,84.49,25.59,82.72,24.12,12.94,3.9,33.53,91.69,0,85.22,2.79,90,17.6,83.61,100,100,86.47,18.5,61.23,0,20.31,0.55,40.73,1.58,1.42,28.85,40.15,0.14,17.19,5.94,1,0,3.94,0.9,1.3,0.69,4.63
4218707,3193,18440,11596,66876,42.95,73.51,13.33,5.72,5.5,77.91,11.03,43.64,57.87,76.97,26.17,88.91,77.84,77.12,34.52,27.8,12.82,55.42,49.2,0,60.69,13.13,82.47,28.59,77.05,100,100,87.01,52.94,76.74,0,51.59,1.58,34.27,5.29,7.81,24.21,31.6,0.06,16.47,2.82,0.95,0,14.66,5.96,0.1,0.39,5.42
4218806,525,3146,1819,11159,44.42,77.63,5.61,5.9,5.76,83.38,7.15,42.23,13.52,37,10.94,71.8,24.9,69.27,19.9,8.36,6.27,16.44,84.94,0,62.73,26.33,77.22,34.51,74.1,100,100,84.16,60.09,64.44,0,18.63,0.66,42.37,0.45,0.41,28.69,42.2,0.05,19.38,2.5,1.05,0,13.25,5.33,0.22,2.58,5.63
4218905,562,3339,2077,12539,29.85,66.68,8.86,5.95,5.78,83.08,7.86,42.75,5.58,25.61,7.32,81.8,34.71,72.89,11.99,8.38,2.21,17.72,84.4,0,68.42,24.27,80.83,25.08,76.77,100,100,83.38,45.64,74.22,0,39.84,0.46,39.32,0.66,0.33,26.6,39.19,0.06,19.7,2.86,1.04,0,19.38,7.36,0.15,1.25,5.65
4219002,680,3917,2658,15651,32.99,74.12,16.59,5.77,5.6,76.79,8.73,43.42,36,68.47,20.09,97.63,30.74,89.05,29.8,14.82,11.74,32.92,82.24,0,75.73,4.18,84.32,33.72,80.84,100,100,86.35,48.48,73.91,0,36.24,0.74,34.57,6.65,4.96,24.89,32.86,0.08,16.43,3.2,0.96,0,11.5,6.2,0,4.19,5.43
4219101,104,657,368,2317,30.16,72.83,0,6.12,5.74,80.43,5.16,43.2,0,30.43,6.25,78.8,22.55,72.83,13.32,7.07,5.71,24.73,96.47,0,68.21,25.54,65.86,44.15,61.46,100,100,82.87,75.26,73.94,0,29.48,0.51,41.77,0.64,0.61,28.14,41.51,0.05,19.9,2.42,1.1,0,44.54,15,0.17,0,5.67
4219200,424,2723,1437,9271,50.17,64.79,6.96,6.41,6.44,84.97,3.95,40.04,0,14.41,1.04,93.6,5.85,55.88,4.94,2.09,1.67,13.5,97.91,0,59.36,39.6,70.84,38.3,63.14,100,100,82.67,75.69,58.43,0,8.38,0,54.6,0.13,0,35.22,54.6,0.03,21.25,1.74,1.03,0,30.57,6.77,0.17,1.58,6.21
4219309,974,5371,3861,21864,35.22,63.58,12.2,5.44,5.25,77.91,10.05,42.32,1.42,60.66,14.97,85.47,54.67,82.98,34.19,18.49,16.89,41.21,82.83,0,76.38,8.65,84.41,24.84,78.25,99.94,100,85.49,44.01,75.18,0.04,42.49,0.86,44.79,1.38,0.65,31.65,44.5,0.07,17.91,2.91,1,0,35.94,9.19,0.59,1.49,5.13
4219408,135,768,602,3694,42.69,82.89,10.96,5.66,5.77,82.24,3.39,42.7,0,22.59,0,74.58,6.98,60.96,6.48,3.65,0.83,6.81,97.01,0,97.34,2.66,78.08,28.22,69.44,100,100,83.35,49.52,58.37,0,7.26,0,56.68,0,0,37.66,56.68,0.06,20.55,2.71,1.09,0,41.42,9.09,0.76,0,5.53
4219507,1160,6604,4276,24859,45.63,71.8,9.8,5.63,5.54,84.22,9.59,40.26,0.37,40.32,11.81,82.55,37.79,70.14,21.68,11.25,8.82,25.63,86.76,0,66.14,22.05,78.36,27.14,73.54,100,100,83.65,47.78,70.05,0,32.63,0.77,41.53,0.23,0.42,27.82,41.36,0.03,19.99,1.52,0.98,0,46.93,14.15,0.21,0.22,5.4
4219606,251,1569,826,5507,41.28,94.79,4.6,6.27,6.07,83.66,3.84,39.65,2.42,12.11,1.33,83.9,6.66,75.67,6.9,1.94,13.08,23.73,95.4,0,52.18,46.49,75.79,42.72,71.08,100,100,84.27,67.41,64.53,0,13.95,0.24,47.96,0.08,0,32.4,47.96,0.04,19.42,1.76,1.06,0,31.49,3.3,0.15,0.98,5.91
4219705,881,5591,3232,20075,49.78,80.94,5.48,6.31,6.15,83.86,7.41,40.34,12.04,34.53,7.21,72.8,23.14,73.3,16.18,6.65,11.91,21.41,87.69,0,46.01,46.78,71,40.32,67.09,100,100,82.5,60.11,69.77,0,17.48,0.4,40.88,0.15,0.28,27.13,40.76,0.03,20.99,1.23,1.01,0,36.82,6.77,0.01,1,5.8
4300109,692,3373,2700,14186,30,75.04,5.19,4.87,4.5,71.5,7.16,43.97,10.37,41.04,10.33,87.37,10.04,76.59,23,6.93,15.22,20.37,87.33,0,69.56,20.11,79.59,22.69,76.27,100,100,86.79,33.49,72.54,0,16.05,0.22,42.2,0.36,0.11,30.93,42.16,0.13,16.39,5.04,1.02,0,12.18,3.3,0.07,1.49,4.39
4300208,562,2833,2193,11649,42.04,76.47,1.92,5.07,4.88,74.91,9.27,43.26,10.49,10.9,3.88,75.7,10.31,70.59,7.02,2.6,8.39,18.42,91.97,0,65.39,30.73,79.02,25.58,71.41,100,100,84.25,46.89,68.06,0,17.91,0,42.73,0.15,0.12,29.81,42.68,0.08,18.53,3.65,1.02,0,11.63,3.82,1,0.42,4.82
4300307,702,4076,2613,15412,46.57,85.3,0.96,5.78,5.62,81.55,8.26,41.38,0,5.78,0.69,83.43,2.99,63.15,5.32,0.42,5.24,4.78,94.03,0,55.03,44.28,80.5,20.96,73.25,100,100,83.75,40.51,76.19,0,11.16,0.23,74.5,0.08,0,49.35,74.5,0.04,20.04,1.84,1.04,0,40.03,7.46,0.63,0,5.48
4300406,3132,16615,12251,65030,45.13,60.48,17.21,5.19,4.93,70.95,15.71,45.51,47.46,47.66,29.17,77.75,30.39,76.99,29.56,11.49,12.24,37.76,66.13,18.39,48.91,21.92,80.62,27.27,75.45,100,100,87.25,36.22,75.97,0.07,55.07,1.67,41.4,2.24,1.8,30.38,40.64,0.1,15.54,3.77,1.03,0,12.52,5.58,0.32,0.26,4.77
4300505,591,3330,2267,13499,55.4,77.02,2.65,5.64,5.63,80.9,8.09,40.38,0.18,3.88,0,81.56,8.69,61.36,3.57,0,1.5,2.38,87.56,0,50.2,49.8,65.22,44.92,61.94,100,100,81.62,71.68,64.5,0,10.3,0,52.31,0.08,0,34.17,52.31,0.05,21.93,2.34,1.03,0,34.75,7.19,0.06,0.76,5.48
4300604,2095,10005,8253,40322,53.86,62.66,13.78,4.8,4.57,74.54,11.99,40.76,1.83,74.81,4.43,87.19,98.34,81.04,25.57,23.16,5.9,12.36,25.01,0,94.58,0.98,79.77,29.04,74.46,100,100,84.15,53.52,75.48,0.04,38.3,0.31,38.44,5.66,2.16,26.77,37.61,0.05,18.71,2.17,1.02,0,66.64,35.21,0.29,49.45,4.48
4300703,383,2307,1336,8375,31.96,87.28,3.22,5.97,5.62,78.58,6.4,44.07,0,28.74,6.14,95.66,6.74,74.85,18.79,6.14,10.63,31.81,99.1,0,52.54,41.32,80.66,27.88,76.89,100,100,87.59,56.12,78.95,0,17.62,0.14,59.03,0.59,0,41.92,59.03,0.07,15.96,3.09,1.03,0,8.53,2.55,0,0.58,5.42
4300802,593,4177,2070,14751,31.5,83.14,8.74,6.97,6.36,81.18,7.47,44.55,21.26,51.79,20.29,69.28,31.79,85.36,27.2,19.18,14.69,58.31,90.43,5.51,57.1,22.61,83.03,25.68,78.02,100,100,88.1,51.34,79.29,0.02,45.98,0.37,40.99,0.88,0.57,29.52,40.72,0.07,14.76,3.01,1.03,0,9.1,3.39,0.07,2.1,5.91
4300901,537,3251,2243,13905,38.39,85.56,4.06,6.05,5.73,82.99,7.87,43.74,8.78,15.6,5.97,89.39,9.94,76.1,10.21,1.65,7.58,29.42,97.41,0,69.15,24.88,83.58,22.33,79.56,100,100,85.67,37.7,79.32,0,20.96,0.28,53.92,0.36,0,38,53.92,0.06,17.43,2.5,1.01,0,21.57,2.92,0.17,0.65,5.5
4301008,933,4808,3496,19515,27.72,77.4,7.64,5.13,4.89,67.39,8.02,45.93,23.28,44.62,15.85,75.8,8.92,80.98,25.4,8.84,7.29,27.46,88.22,0,64.79,19.36,90.12,13.29,85.39,100,100,87.77,22.01,75.57,0,35.51,0.46,64.28,1.44,0.03,47.78,64.26,0.11,14.88,4.37,1.01,0,9.78,2.67,0.08,1.78,4.83
4301107,417,2043,1575,7904,36.38,50.73,10.48,4.81,4.59,64.98,14.67,48.28,33.97,42.03,9.14,73.02,70.35,72.57,24.76,14.6,9.9,22.22,77.33,0,80.57,10.29,74.22,37.17,73.42,100,100,89.54,45.37,77.59,0,31.64,0.09,25.38,18.4,3.94,19.61,24.38,0.13,13.12,4.74,1.04,0,15.38,3.73,0.23,6.36,4.62
4301206,710,4260,2627,16105,42.6,72.06,1.98,5.96,5.76,80.78,7.95,41.64,6.81,10.2,7.5,54.09,7.5,61.9,6.74,1.56,9.36,15.26,83.06,0,45.37,47.13,73.72,31.32,69.44,100,100,84.73,49.12,68.06,0,18.53,0.24,50,0.12,0,34.36,50,0.05,18.96,2.14,1.01,0,10.75,3.97,0.1,1,5.53
4301305,1120,5082,4029,18210,41.38,49.09,16.93,4.51,4.45,63.4,12.43,45.38,24.77,36.93,21.59,66.07,46.12,77.51,21.02,8.44,11.17,25.79,74.58,0,38.17,40.23,69.63,39.79,68.08,100,100,88.23,48.21,67.97,0,40.73,0.96,43.89,0.75,1.09,33.32,43.41,0.12,14.45,4.42,1.1,0,18.39,5.97,0.56,0,4.31
4301404,672,4127,2407,14475,42.04,78.98,4.78,6.08,5.95,82.03,5.29,41.76,14.25,13.05,4.57,89.2,13.71,61.94,7.56,3.32,9.68,30.7,92.48,0,38.85,56.58,71.39,39.67,71.11,100,100,84.12,58.88,72.65,0,21.6,0.27,59.43,0.11,0,41.27,59.43,0.06,18.89,2.65,1.03,0,11.64,3.43,0.04,0.27,5.79
4301503,496,2468,1838,9232,27.58,76.77,2.34,5,4.76,72.93,6.43,44.07,6.69,23.72,2.01,89.06,11.81,83.46,15.51,2.77,18.28,7.73,96.79,0,6.86,91.13,90.86,12.1,83.07,100,100,87.46,16.26,73.23,0,15.37,0.18,46.6,0.16,0,34.12,46.6,0.11,15.58,4.12,1.05,0,18.19,4.04,0.04,1.8,4.66
4301602,4928,23614,18722,90280,41.41,52.59,27.18,4.7,4.45,66.92,17.25,46.15,50.38,60.19,38.41,85.3,29.42,80.68,33.03,16.09,14.51,44.55,48.27,24.94,46.46,15.13,77.71,29.32,75.16,100,100,88.92,40.47,78.75,0.1,58.12,2.53,39.84,3.47,3.73,30.42,38.32,0.14,13.42,4.95,0.96,0,11.77,3.51,1.14,0.44,4.36
4301701,385,2321,1428,8665,39.57,85.64,8.33,6,5.71,81.77,10.45,45.45,0.56,25,2.59,91.74,19.61,78.36,10.71,2.38,7.56,17.09,96.29,0,67.93,29.48,84.97,19.42,79.95,100,100,86.17,42.11,77.15,0,23.54,0.62,55.44,0.39,0.2,39.55,55.32,0.1,15.97,4.15,1.02,0,19.25,4.39,1.22,5.46,5.34
4301800,397,2410,1476,8635,48.92,81.98,1.69,6.02,5.86,85.42,10.76,43.36,0.68,4.34,0,37.6,10.16,53.18,2.17,0.95,4.81,1.02,77.51,0,5.22,94.78,66.52,42.56,61.97,100,100,83.17,55.42,76.8,0,28.27,0.11,47.71,0.12,0,31.41,47.71,0.05,20.39,2.51,1.02,0,20.46,6,0,0.14,5.66
4301909,516,2354,2020,9382,39.7,61.88,14.85,4.55,4.44,67.88,10.76,44.96,24.06,42.52,18.66,94.11,34.5,81.63,21.88,16.88,11.29,27.77,72.38,0,70.94,10.4,74.03,34.41,72.09,100,100,88.31,51.41,75.96,0,43.15,0.64,40.94,3.86,1.62,30.27,40.28,0.1,14.8,3.83,1.05,0,22.07,7.99,0.19,1.67,4.38
4302006,671,3782,2601,15502,49.98,70.32,1.54,5.69,5.62,79.81,9.49,42.11,0.46,4.23,0.96,65.47,8.23,46.14,3.31,1.15,4.61,2.85,81.66,0,27.41,71.63,64.76,43.49,60.56,100,100,84.01,62.28,67.21,0,21.15,0.26,58.45,0.32,0,39.48,58.45,0.05,20.11,2.34,1.04,0,18.12,5.02,0.03,1.68,5.53
4302105,2087,11184,7759,41979,21.79,71.8,13.89,5.31,4.91,72.47,9.52,45.05,41.24,78.94,36.59,86.6,62.33,91.03,60.83,36.47,18.2,56.82,78.7,0,50.43,12.98,88.05,17.66,85.41,100,100,89.45,36.88,86.24,0,51.6,1.99,44.84,2.23,0.76,34.43,44.5,0.1,12.92,3.43,0.98,0,22.06,7.45,0.16,0.1,4.77
4302204,406,2474,1455,8747,34.43,79.24,2.61,5.98,6.02,75.48,5.48,43.64,0.62,31.55,3.16,95.05,8.8,85.64,14.16,0.41,11.41,17.94,97.59,0,88.8,8.04,96.82,4.31,88.95,100,100,85.87,11.04,77.79,0,37.23,0.48,66.89,0,0,47.54,66.89,0.07,16.68,3.14,1.04,0,32.43,4.37,0.14,2.69,5.82
4302303,1048,5725,4209,24023,34.97,46.69,7.13,5.41,5.27,80.73,8.32,41.84,15.73,30.46,10.57,91.9,31.6,76.84,13.3,7.63,10.79,20.86,95.94,8.6,40.37,49.06,78.47,26.38,70.53,100,100,83.07,44.91,70.63,0,24.82,0.88,41.84,1.37,0.47,28.16,41.64,0.05,20.76,2.57,1.05,0,19.14,7.18,0,0.14,5.16
4302402,488,2319,1816,8914,32.6,79.57,7.6,4.76,4.62,66.79,10.39,45.62,0,31.99,8.26,93.39,29.74,76.98,17.95,9.47,7.76,10.74,92.29,0,71.31,20.43,81.49,25.41,77.27,100,100,87.22,37.76,80.56,0,30.2,0.11,41.9,2.7,0.15,30.65,41.84,0.11,15.53,4.6,1.02,0,17.89,4.99,0,4.96,4.6
4302501,351,1692,1348,7043,35.46,54.75,6.01,4.86,4.75,69.08,9.23,44.2,2.82,12.02,3.41,62.24,16.02,55.71,8.38,0.59,2.6,9.5,85.83,0,48.66,47.92,66.57,40.64,64.82,100,100,84.75,57.29,73.93,0,24.64,0.15,45.11,0.38,2.94,31.92,43.79,0.1,18.27,3.93,1.05,0,13.01,3.65,0.06,1.37,4.72
4302600,335,1836,1225,6700,59.1,82.29,1.22,5.41,5.39,75.54,8.41,40.55,0.33,6.86,0.57,74.53,8.82,36.08,4,0.33,3.59,4.49,92.49,0,44.08,55.35,64.65,47.14,58.9,100,100,82.25,59.55,71.79,0,9.65,0.44,47.86,0.14,0,31.42,47.86,0.04,21.43,1.87,1.01,0,14.9,5.38,0.12,0.18,5.27
4302709,1114,5543,4258,21947,47.79,63.1,9.61,4.95,4.91,75.02,11.01,43.77,35.51,59.89,11.44,86.85,80.91,74.68,29.43,18.27,9.37,20.31,61.98,0,69.42,19.14,72.79,39.54,71.91,99.94,100,86.8,54.76,76.95,0.04,37.76,0.18,29.44,8.96,2,21.18,28.82,0.07,16.03,3.14,1.02,0,26.04,4.63,0.09,0.89,4.77
4302808,1637,9344,5841,33829,46.14,61.02,8.29,5.61,5.4,73.74,10.77,45.01,26.14,32.05,21.64,69.95,39.82,69.99,17.29,7.29,11.16,26.47,82.26,0,25.3,53.06,73.71,33.1,70.02,100,100,87.83,47.02,72.61,0.01,44.54,0.83,42.38,1.09,1.93,31.48,41.56,0.09,15.08,3.54,1.03,0,8.81,3.69,0.06,0.37,5.31
4302907,949,4937,3516,18676,44.17,55.43,19.45,5.15,5.02,74.09,12.35,45.47,13.65,43.09,10.35,62.97,63.17,70.39,24.94,8.94,8.59,22.04,81.83,0,79.29,10.35,77.15,29.96,75.32,100,100,86.93,42.14,78.94,0,47.38,0.51,33.79,3.32,2.62,24.51,32.91,0.08,15.92,3.42,1.01,0,32,11.19,0.09,1.64,4.87
4303004,4947,24112,18927,94261,33.7,68.12,14.54,4.86,4.67,67.75,12.91,45.52,23.01,45.05,20.65,89.04,55.52,76.32,27.61,17.79,12.28,26.43,70.57,12.13,61.2,18.14,75.56,29.96,72.87,100,100,88.29,40.57,72.21,0.01,44.39,1.16,40.82,2.78,2.18,30.64,39.92,0.11,14.47,4.15,0.99,0,11.99,3.87,0.16,0.53,4.62
4303103,1641,7760,6517,31002,45.62,61.26,17.68,4.67,4.51,74.3,9.44,39.88,25.79,81.13,17.71,91.38,97.36,81.05,36.9,36.87,9.97,22.1,20.06,0,81.14,1.15,84.72,20.94,79.53,100,100,86.17,51.4,81.26,0.03,43.78,0.46,43.03,3.95,3.97,30.63,41.3,0.05,16.95,2.12,1.01,0,68.9,33.43,0.45,44.78,4.41
4303202,297,1835,1066,6497,48.78,82.65,2.72,6.14,5.97,85.79,8.9,40.6,1.03,11.26,2.35,82.27,12.76,56.38,5.07,1.5,5.53,9.01,84.9,0,59.19,38.46,72.82,36.53,71.18,100,100,82.19,45.37,75.6,0,28.54,0.19,43.12,0.09,0.32,28.57,42.98,0.04,21.09,1.77,1.04,0,15.84,4.09,0,0.61,5.81
4303301,379,2215,1353,7893,54.47,77.31,2.73,5.76,5.69,76.61,6.9,43.6,0.44,11.6,0,70.51,9.02,58.24,7.98,1.55,3.25,3.03,84.41,0,51.81,48.19,77.49,29.61,72.46,99.9,100,83.05,47.11,65.97,0.06,18.05,0.15,45.57,0.19,0.13,30.25,45.52,0.06,19.78,2.9,1.05,0,11.57,4.23,0.05,1.91,5.43
4303400,417,2870,1377,9045,61.07,85.84,1.96,6.8,6.74,84.81,6.95,41.65,2.18,9.88,2.03,82.64,11.04,64.78,7.12,2.25,4.79,20.19,92.3,0,60.49,37.47,79.95,29.51,74.38,100,100,84.27,47.11,74.57,0,23.45,0.12,44.9,0.03,0.11,29.91,44.85,0.03,19.41,1.55,1.06,0,39.18,4.72,0.02,2.29,6.64
