cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a19z_v2012_naonulo,a2_agua_rede,a20_rdpc_baixa,a21b_com_defic_1991,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_grau_ambos_nulos,b3z_v0324_naonulo,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,b9z_estudo_acima17,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c8z_faixa_sm,c8z_valor_sm,c9_sem_rendimento,c9z_rend_naonulo_14mais,d10c_deficiencia_1991,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v0318_naonulo,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
1300300,315,1690,3112.99999685,17106.99998306,3.42,56.81,5.33,0,5.5,83.28,10.15,43.52,191.08,591.4,0.63,90.26,28.27,56.53,4.23,41.89,4.05,25.93,0,41.71,10.37,56.33,3.51,9.73,70.31,40.79,60.24,100,100,83.26,56.05,64.75,0,100,53.02,10.71,6.79,0.72,2.6,1.2,46.85,0.471,1040.42,2206.76,0.252,1474.92,5846.71,7.49,14.9,39.87,17.79,20.29,2.59,2031.11,1908.38,1.95,2.04,54.17,95.44,0.8,8.35,1.57,0.12,84.54,5.42,15,0.07,20.12,3.2,1.09,10.94,8.88,16.06,0.04,5.09,13.31,42.33
1300409,482,2323,2328.99999517,11034.99997652,3.99,51.46,3.38,0,4.74,72.7,8.6,40.09,434.71,652.94,0.7,97.81,29.9,55.58,3.48,35.51,3.13,6.75,0,58.31,15.53,35.94,2.99,2.64,58.95,46.46,55.16,100,100,83.13,45.45,49.77,0,100,34.92,7.8,4.57,0.39,2.27,0.18,58.75,0.659,1107.2,1680.64,0.531,1546.97,2915.07,2.19,2.82,57.1,22.19,14.29,2.76,1505.22,1560.24,2,1.67,46.31,99.15,0.8,5.58,4.11,0.1,75.53,14.68,17,0.06,19.86,2.61,1.12,7.6,3,10.32,0.04,4.54,10.38,39.54
1300508,287,1641,2735.99999713,16315.99998337,4.73,63.02,0.22,0,5.96,83.88,12.78,44.41,260.08,377.56,0.4,77.8,22.49,52.65,4.19,34.55,2.69,24.8,0,35.67,0,83.53,2.2,1.5,76.02,33.97,66.21,100,100,83.44,68.56,59.75,0,100,55.47,8.81,5.04,0.38,2.67,0.25,52.51,0.678,919.27,1354.88,1.804,1173.58,650.48,7.8,3.14,50.86,28.46,13.46,1.32,1301.57,1218.84,1.57,1.3,45.89,88.81,0.79,1.44,0,0.05,87.83,10.67,15,0.09,20.18,4.47,1.11,6.64,5.82,13.27,0.04,5.29,18.13,42.88
1300607,321,1933,3083.99999676,18311.99998057,8.55,58.55,2.85,0,5.94,81.66,13.31,43.48,241.17,700.24,0.75,90.65,52.66,62.27,5.63,67.87,15.16,51.01,0,20.36,29.34,82.3,14.05,1.73,56.59,51.37,49.89,100,100,83.74,67.05,55.11,0,100,54.57,10.56,7.22,1.1,2.42,0.05,51.51,0.585,1423.96,2432.83,1.279,2272.55,1776.29,4.63,7.11,47.84,42.49,17.99,3.01,2277.55,2204.39,2.01,2.35,49.31,95.77,1.03,6.74,0.47,0,89.95,2.84,15,0.06,19.93,3.01,1.07,14.8,5.6,18.71,1.49,4.99,21.19,41.31
1300631,263,1747,1223.99999734,7435.99998244,0.31,76.14,1.18,0.38,6.08,83.92,9.19,42.98,200.64,336.67,0.36,98.48,22.22,81.96,1.87,33.17,2.43,3.25,0,54.55,1.72,43.45,2.05,5.34,43.67,62.28,38.15,100,100,81.27,82.4,53.65,0,100,46.52,5.4,2.59,0,1.51,0.6,54.09,0.857,1102.49,1286.24,0.769,1225.84,1594.46,3.75,9.3,49.06,14.56,7.07,0.27,1237.49,1252.88,1.6,1.34,56.8,99.51,0.31,7.08,0.38,0,89.67,2.87,14,0.05,22.81,2.55,1.12,6.32,5.1,7.99,0,5.61,10.57,41.79
1300680,260,1547,1284.99999733,7503.99998418,3.35,60.51,2.72,0,5.84,77.17,10.23,44.27,245.22,424.95,0.45,98.91,33.76,80.82,0.94,29,0,28.08,0,8.07,0,91.09,0,2.47,74.97,31.17,63.48,100,100,80.78,58.54,58.75,0,100,39.13,5.6,2.85,0,2.49,0,51.38,0.653,860.53,1318.67,1.566,1224.25,781.68,7.78,0.68,51.03,7.15,11.29,1.73,1249.07,1215.93,1.58,1.3,51.08,99.63,0.17,0.47,0,0.14,99.39,0,14,0.09,22.63,4.49,1.15,2.36,1.93,3.29,0,5.49,13.83,43.31
1300706,490,2509,4847.99999515,25004.99997511,2.09,59.19,2.32,0,5.16,80.12,12.96,42.02,222.93,448.81,0.48,98.11,38.91,73.45,6.26,54.84,2.44,22.98,0,53.44,4.71,41.35,1.52,2,46.28,62.87,38.83,100,100,84.12,83.34,42.01,0,100,36.65,6.65,4.6,0.32,1.67,0.2,54.94,0.702,1045.21,1487.85,0.646,1264.51,1956.73,7.31,11.02,48.89,28.13,12.85,5.96,1385.11,1373,1.68,1.47,49.09,99.25,1.27,15.69,2.82,0.08,78.51,2.9,15,0.07,19.88,3.44,1.08,11.81,7.29,16.44,0.02,4.7,17.45,40.39
1300805,296,1688,3012.99999705,17216.99998299,10.05,67.85,3.74,0,5.71,79.53,14.57,47.54,222.93,610.96,0.65,94.67,43.52,68.56,4.35,52.46,11.48,29.49,0,29.2,4.59,71.91,11.04,0.46,61.09,56.09,51.03,100,100,82.44,68.32,50.92,0,100,48.65,8.49,4.87,0.46,1.99,2.28,50.29,0.747,1189.79,1591.96,0.515,1416.17,2749.74,12.15,8.9,45.82,27.74,16.73,1.98,1515.36,1488.7,1.87,1.59,48.48,97.68,0.78,6.77,2.31,0,88.61,2.31,15,0.11,20.79,5.62,1.09,6.85,4.87,10.07,0,5.03,18.81,45.14
1300839,211,997,1489.05879803,6832.99998918999,2.44,56.71,0,0,4.59,70.48,4.3,43.85,323.25,503.93,0.54,100,23.78,73.01,1.53,43.22,0,5.49,0,69.18,0,27.88,0,1.41,53.14,55.54,45.61,100,100,82.38,79.23,29.18,0,100,31.12,5.28,2.1,0,1.51,0,37.61,0.61,872.32,1430.28,0.422,1206.45,2859.87,14,2.63,36.63,4.58,10.14,0,1421.38,1324.82,1.64,1.41,51.04,100,0.47,8.11,0.36,0,91.53,0,18,0.09,20.41,3.98,1.13,5.73,3.31,8.03,0,4.39,6.34,43.17
1300904,416,2314,2057.99999595,12151.99997749,2.41,79.96,0.76,0,5.9,88.98,4.59,39.55,208.07,403.72,0.43,97.83,33.19,82.05,5.14,43.2,2.96,4.15,0,63.79,0.22,97.81,2.96,1.72,37.84,71.94,33.69,100,100,79.74,81.1,31.36,0,100,41.79,2.68,0.63,0,1.01,0.16,40.51,0.627,1072.43,1709.46,0.799,1580.32,1978.24,2.13,4.76,38.58,16.37,12.25,1.91,1687.34,1651.68,1.92,1.76,60.52,99.23,1.02,24.02,5.63,0,70.25,0.11,13,0.02,24.99,1.3,1.07,0.6,0.46,1.05,0,5.82,5.69,39.25
1301001,362,2158,3455.99999636,19297.99997815,10.43,63.23,2.03,0,5.58,83.71,29.63,39.69,222.93,498.14,0.53,88.44,51.34,58.74,3.09,60.26,5.09,20.24,0,74.93,4.63,64.74,4.53,0.84,35.86,66.86,32.7,100,100,81.41,85.26,38.05,0,100,40.69,7.32,4.61,1.44,1.58,1.27,45.82,0.635,1134.35,1787.28,0.408,1273.96,3121.38,5.36,9.36,41.53,47.31,30.41,3.59,1666.56,1623.12,1.99,1.73,53.87,95.1,0.56,19.44,1.78,0,77.82,0.97,14,0.04,22.75,2.11,1.05,14.54,3.34,18.96,0.03,5.45,30.29,39.45
1301100,866,4567,6100.50256171,31815.9999543701,3.43,45.28,2.04,0,5.22,88.84,6.62,39.38,356.69,721.46,0.77,85.03,9.65,47.28,1.68,19.32,8.45,10.18,0,76.38,3.18,42.66,4.69,4.98,48.27,65.09,40.57,100,100,75.23,65.25,27.21,0,100,34.41,5.44,2.23,0.04,1.39,1.07,47.1,0.458,1299.72,2836.11,0.888,2572.55,2896.44,4.82,10.3,42.25,15.28,8.69,1.08,2431.63,2599.17,3.04,2.78,53.04,93.43,0.39,9.17,1.34,0.13,89.35,0.02,13,0.04,28.2,1.95,1.15,8.35,4.98,11.44,0,5.14,7.51,39.16
1301159,336,1511,3494.99999678,18160.9999854,0.94,57.74,0,0,5.2,77.24,8.5,44.6,286.62,489.7,0.52,100,3.39,67.08,4.03,18.09,0.92,9.77,0,1.89,0,98.11,0,3.9,64.39,44.1,56.55,100,100,86.09,63.65,47.51,0,100,46.66,3.67,2.52,0.29,1.99,0,44.55,0.973,1449.79,1490.77,0.79,1336.45,1691.33,5.94,1.46,43.9,15.92,9.68,0.4,1538.79,1485.46,1.9,1.59,53.73,99.82,0.92,29.34,4.21,0.07,66.07,0.31,17,0.08,17.26,3.66,1.17,2.5,1.38,3.98,0,4.92,9.64,43.62
1301209,723,4132,6811.99999276001,38677.99995856,15.92,65.21,3.17,0,5.68,82.43,10.83,43.11,222.93,473.25,0.51,94.72,43.88,72.3,3.44,53.92,11.54,30.89,0,39.82,14.77,64.28,11.26,5.73,53.61,57.53,46.64,100,100,83.32,69.66,56.32,0,100,51.35,10.26,7.15,0.06,2.16,0.38,59.47,0.827,1128.42,1364.21,0.437,1199.87,2744.3,5.98,9.02,54.1,37.87,19.58,4.14,1320.48,1309.92,1.65,1.4,49.24,97.9,0.86,5.95,0.9,0.08,92.7,0.37,15,0.06,20.24,2.74,1.07,6.88,2.8,9.86,0.01,5.17,13.69,41.78
1301308,245,1204,2380.99999754,13439.90459194,11.79,70.56,2.1,0,5.64,87.91,11.45,42.7,196.18,645.17,0.69,88.69,49.82,40.2,4.5,56.6,9.53,49.68,0,34.83,13.69,64.92,8.12,2.5,51.22,59.84,44.23,100,100,82.35,73.32,48.8,0,100,48.34,11.04,9.35,0,2.11,1.16,34.44,0.913,2499.77,2739.03,1.847,2842.23,1539.13,7.58,8.16,31.63,23.08,17.96,3.78,2566.74,2677.11,3.19,2.86,63.42,95.34,0.84,10.08,10.96,0,78.96,0,14,0.06,21.04,3.06,1.08,11.46,8.25,16.74,0,5.49,12.94,42.34
1301407,383,2183,3536.99999619,20371.99997824,6.02,56.45,1.94,0,5.76,85.03,15.58,41.7,167.2,329.4,0.35,96.86,36.62,68.66,3.95,57.33,9.53,24.71,0,37.75,1.29,82.47,6.28,1.67,41.76,69.21,36.17,100,100,82.52,80.96,42.95,0,100,51.86,8.32,5.29,0.35,1.66,0.92,40.33,0.988,1178.74,1192.99,0.619,1093.75,1766.81,5.88,13.55,34.87,25.45,21.09,4.98,1232.58,1189.23,1.51,1.27,58.79,98.97,0.75,14.94,5.49,0.6,76.09,2.88,14,0.06,20.85,2.92,1.07,4.02,1.74,5.73,0,5.28,19.93,40.51
1301506,240,1540,2372.99999762,16297.68882729,0.89,80.52,2.38,0,6.87,96.8,20.86,39.98,173.39,284.82,0.3,89.98,20.43,70.05,5.66,40.2,5.32,3.43,0,68.61,0,63.17,3.05,0,21.95,82,17.07,100,100,83.44,93.1,8.28,0,100,13.3,3.8,2.49,0,0.83,0.23,37.58,1.027,1254.16,1220.97,0.847,1199.52,1417.03,2.76,14.24,32.23,7.07,5.46,2.85,1190.43,1228.73,1.56,1.31,60.82,97.04,0.99,16.94,13.02,2.86,63.26,3.92,13,0.03,20.59,1.53,1.06,0.13,0.03,0.31,0,6.78,21.21,39.84
1301605,509,3189,2467.99999492,16319.82955955,3.2,74.75,0.61,0,6.61,90.32,8.39,42.89,278.66,450.81,0.48,79.55,30.7,58.5,7.37,40.25,0.5,23.37,0,82.22,0.15,82.51,0.5,2.11,46.87,57.97,38.06,100,100,83.36,74.68,39.59,0,100,36.43,5.95,3.91,0.21,1.7,0.48,51.91,0.772,1117.18,1447.51,0.87,1338.71,1539.39,5.72,4.05,49.81,34.42,11.42,1.27,1348,1363.4,1.75,1.46,46.78,90.07,1.29,15.53,0.81,0,82.28,1.38,15,0.05,20.22,2.71,1.08,3.98,1.57,5.49,0,5.81,11.76,41.55
1301654,410,1869,2838.71617593999,11494.9999838399,0,53.18,0.16,0,4.05,66.66,8.87,42.41,278.66,406.83,0.43,98.05,0,72.6,11.41,12.11,0,1.4,0,70.21,0,94.47,0,0,37,69.55,31.78,100,100,82.81,88.77,53.03,0,100,38.65,2.63,0.31,0,1.05,0.49,51.5,0.83,806.05,970.65,0.937,914.47,975.44,12.27,3.83,49.52,7.85,3.77,2.04,799.72,932.66,1.19,1,43.65,99.18,2.87,37.31,3.16,0.19,59.21,0.13,18,0.1,20.11,4.37,1.05,14.94,6.21,19.2,0,3.92,10.48,41.85
1301704,759,4508,6459.9999924,38791.99995465,18.92,61.35,5.76,0.34,6,83.55,11.45,41.55,238.85,525.88,0.56,94.47,44.36,63.51,3.99,50.78,7.78,27.27,0,43.37,3.43,60.86,7.12,6.82,49.07,60.69,43.58,100,100,83.72,76.34,43.2,0,100,36.79,8.52,4.21,1.06,1.9,1.01,56.24,0.849,1411,1661.81,0.557,1402.9,2519.69,4.79,8.71,51.34,25.51,12.52,2.48,1638.76,1612.99,2.03,1.72,52.78,98,0.67,18.48,2.23,0.14,78.04,1.1,15,0.04,19.33,2.2,1.1,9.31,4.54,12.1,0,5.51,14.35,40.32
1301803,337,1681,1672.9999967,9575.17721410999,2,67.71,0.68,0,5.72,86.44,8.25,41.52,89.17,186.36,0.2,99.75,19.65,69.59,2.92,29.06,0,5.33,0,71.49,0,48.42,0,0,34.39,75,27.85,100,100,81.45,86.67,28.54,0,100,30.55,6.18,1.83,0,1.19,0.25,42.99,0.725,704.8,971.85,0.662,727.1,1098.08,7.31,27.31,31.25,42.32,34.18,0.63,958.8,889.23,1.08,0.95,61.79,99.91,0.63,40.55,2.69,0.1,52.87,3.79,13,0.07,23.15,3.48,1.08,1.07,1.96,2.6,0,5.39,9.54,40.56
1301852,373,1823,3613.99999624001,18937.06751801,9.02,62.68,2.94,0,5.24,83.35,11.03,41.24,378.98,576.2,0.62,98.31,34.22,56.44,2.65,56.74,4.32,10.25,0,22.32,0,79.73,3.62,1.68,72.21,35.03,60.61,100,100,84.68,62.22,62.28,0,100,48.51,9.1,3.97,0.47,2.62,0.37,55.11,0.479,791.33,1652.09,0.631,1345.33,2132.51,4.59,5.28,52.2,51.73,18.42,2.4,1495.6,1489.4,1.95,1.59,41.79,99.43,0.53,19.16,1.98,0.43,78.3,0.12,16,0.06,18.49,2.67,1.14,36.61,20.05,44.53,0.12,4.66,16.77,39.32
1301902,1017,5429,10376.99998976,58756.99994542,20.28,53.68,7.55,0.23,5.66,84.3,17.02,43.92,345.54,662.19,0.71,94.89,58.6,55.97,4.54,65.43,14.71,37.09,0,10.16,35.23,88.31,13.73,5.02,80.48,28.62,69.76,100,100,85,50.51,65.35,0,100,62.27,17.25,12.25,0.62,3.7,0.43,51.56,0.583,1139.16,1953.4,0.503,1491.5,2966.74,9.66,7.2,47.85,47.34,37.94,4.3,1675.86,1705.68,2.19,1.82,46.4,98.14,0.93,15.22,1.57,0.02,83.18,0.01,16,0.08,18.12,3.8,1.03,17.08,9.81,24.25,0.05,4.85,22.15,41.77
1301951,295,1560,1870.59458237,9084.99998437001,0,57.53,1.16,0,4.86,81.52,7.84,35.32,356.69,507.6,0.54,98.62,9.38,67.25,1.41,40.27,0.45,2.83,0,89.06,0.22,94.83,0.22,0.55,13.83,89.52,13.58,100,100,76.16,92.75,25.09,0,100,22.02,0.66,0.5,0,0.34,0.31,53.27,0.553,825.81,1493.91,1.214,1426.61,1174.65,1.7,1.55,52.44,11.27,3.68,0,1356.26,1436.79,1.88,1.53,46.55,99.43,0.38,17.93,3.48,0,56.14,22.45,13,0.03,27.61,1.34,1.13,2.52,1.8,4.39,0,4.86,7.84,35.32
1302009,205,1132,975.99999789,5136.99998857,7.64,53.3,3.44,0,5.26,78.49,10.76,45.32,297.24,507.65,0.54,100,61.03,63.6,4.13,62.5,0,15.56,0,84.82,0,97.41,0,0,86.49,18.12,75.61,100,100,83.71,25.94,79.87,0,100,54.92,17.36,10.46,0,4.29,2.73,48.2,0.939,1341.31,1428.04,1.806,1408.93,780.25,9.86,9.39,43.68,25.51,26.92,1.96,1460.69,1407.71,1.78,1.5,47.79,100,0.79,0.11,1.08,0,98.81,0,16,0.08,19.75,3.92,1,11.03,5.88,16.07,0,4.54,16.92,42.84
1302108,286,1919,1659.33771874,10776.99998052,3.03,62.95,0.32,0,6.49,89.04,7.54,36.94,290.7,461.49,0.49,99.41,11.09,72,1.84,38.9,1.07,8.25,0,61.79,0.94,48.66,1.07,0,26.79,86.25,22.45,100,100,84.02,80.6,16.69,0,100,18.3,2.58,1.41,0.31,0.67,0.18,48.11,0.781,1254.32,1606.14,1.177,1618.72,1374.93,1,2.15,47.07,8.58,3.77,0,1573.25,1574.28,1.99,1.68,55.03,99.91,0.28,5.92,3.09,0.15,73.35,17.48,14,0.01,19.66,0.42,1.23,3.21,2.87,3.97,0,6.23,8.47,36.86
1302207,171,971,821.99999819,5044.99998961,1.18,75.68,0.62,0,6.14,81.97,8.59,41.83,185.77,318.05,0.34,96.2,0,77.86,7.86,36.3,0,4.42,0,82.45,0,85.54,0,1.76,38.03,71.39,30.33,100,100,80.12,80.24,55.04,0,100,41.35,4.15,3.39,0.2,1.23,0,46.61,0.538,674.35,1252.34,1.09,1138.97,1045.25,7.36,4.39,44.56,8.51,3.56,1.96,1132.43,1124.38,1.46,1.2,53.45,98.8,1.31,9.65,4.18,0.1,86.07,0,14,0.04,24.08,2.31,1.13,4.74,2.39,7.11,0,5.62,10.6,40.6
1302306,469,2604,2748.6345381,14889.99997593,2.16,69.27,0,0,5.42,85.37,9.93,39.05,267.52,425.6,0.45,72.46,25.71,44.62,3.26,39.42,0,10.25,0,80.58,0,58.85,0,2.03,36.99,76.28,32.4,100,100,80.11,62.48,28.27,0,100,40.47,2.68,1.74,0.48,0.96,1.04,46.32,0.726,1453.24,2001.12,0.343,1795.79,5237.54,3.82,9.61,41.87,22.68,9.83,1.86,2021.33,1898.1,2.51,2.03,58.62,87.15,0.63,1.94,1.53,0.07,90.66,5.8,14,0.02,23.68,1.11,1.03,1.68,1.59,2.64,0.07,5.31,10.5,38.86
1302405,521,3201,5404.9999947,33051.99996739,10.22,71.6,2.87,0.17,6.12,88.94,9.46,41.38,195.06,430.07,0.46,96.11,42.12,68.92,2.03,51.75,2.33,24.22,0,39.23,11.07,59.33,2.16,1.79,41.55,69.14,34.96,100,100,83.96,80.62,31.01,0,100,26.04,5.12,2.79,0.18,1.26,0.81,42.28,0.494,997.35,2017.98,0.519,1660.23,3197.08,4.42,12.58,36.96,27.32,14,2.43,1850.05,1808.4,1.96,1.93,60.59,98.85,0.33,8.85,0.41,0.08,82.1,8.56,14,0.04,20.04,2.21,1.06,4.05,3.19,5.89,0,5.78,11.14,40.58
1302504,1029,5697,10042.99998964,57172.99994293,13.89,57.75,5.12,0.16,5.69,83.32,11.53,43.55,340.76,580.9,0.62,96.72,55.53,60.35,4.71,64.86,17.68,44.48,0,23.29,41.12,73.95,15.16,3.33,65.69,43.23,57.64,100,100,83.32,62.08,65.83,0,100,57.32,11.19,6.89,0.71,2.63,0.26,52.77,0.711,1244.11,1750.53,0.662,1521.01,2299.27,7.28,6.46,49.36,25.59,18.76,3.77,1719.03,1632.46,2.11,1.74,48.54,98.78,0.92,13.9,2.2,0.02,83.41,0.46,15,0.08,19.76,3.67,1.06,16.18,9.02,21.1,0.01,5.14,14.11,42.03
1302553,178,815,1965.99999819,10650.56198302,0.78,69.04,0,0.63,5.42,82.52,10.15,45.43,211.78,467.98,0.5,91.05,22.77,32.93,2.04,19.87,0.23,20.89,0,66.08,7.63,64.4,0.23,0,59.83,54.11,49.46,100,100,85.16,58.19,38.99,0,100,53.36,4.38,2,0,1.61,0.2,28.46,0.536,1725.29,3218.07,1.194,3133.41,2624.38,6.68,11.28,25.25,32.71,3.37,0,3660.47,2937.03,3.43,3.14,70.8,96.41,0.39,10.83,0.79,0.44,86.81,1.14,15,0.07,17.82,3.5,1.12,0,0,0,0,5.37,10.07,45.32
1302603,21423,103389,212069.999785849,1011500.99896672,50.05,40.76,15.18,4.53,4.77,75.32,22.13,40.04,817.41,1526.58,1.63,97.27,86.12,24.9,4.56,99.18,50.35,82,1.9,14.22,78.54,81.1,42.95,20.74,91.45,12.9,84.14,100,100,88.07,31.58,76.9,0,100,68.91,43.42,26.68,4.72,6.36,0.4,58.07,0.63,2467.1,3916.15,0.628,2927.26,4660.1,6.43,11.39,51.46,71.95,64.92,5.33,3375.52,3375.55,4.11,3.61,42.58,99.01,1.05,23.76,1.56,0.21,74.38,0.09,19,0.07,14.54,2.53,0.95,27.66,10.23,32.91,0.16,4.22,26.24,38.62
1302702,616,3948,5996.99999372,37856.99995971,15.59,66.91,2.41,0.48,6.31,84.96,9.89,43.12,222.93,449.52,0.48,96.86,26.27,67.2,7.4,42.12,3.91,7.85,0,57.07,0,85.7,1.84,6.65,52.92,52.68,44.15,100,100,83.32,70.45,42.55,0,100,35.1,7.18,4.2,0.33,1.89,0.25,51.54,0.56,931.27,1662.56,1.035,1523.79,1472.21,5.99,5.7,48.6,29.62,14.52,2.63,1542.62,1499.83,1.88,1.6,53.04,98.74,1.27,7.89,3.53,0.03,87.7,0.84,15,0.05,20.51,2.66,1.07,1.39,0.46,2.6,0,5.76,13.22,42.15
1302801,374,2558,1830.99999627,11837.99997459,3.51,84.93,1.11,0,6.47,90.99,5.47,39.59,222.93,407.47,0.44,98.85,15.44,81.71,2.2,34.37,4.44,2.28,0,35.9,0.41,60.19,4.34,1.59,45.82,62.54,35.52,100,100,77.49,72.79,42.27,0,100,22.71,6.53,5.24,0.91,1.53,6.58,53.36,0.917,1430.19,1559.05,,1546.03,,4.25,1.31,52.66,23.7,7.54,0.14,1555.22,1538.8,2,1.64,57.43,99.62,0.34,0.04,0.03,0,98.77,1.17,12,0.03,26.51,1.63,1.12,10.88,5.01,14.87,0,6.24,7.73,39.18
1302900,546,2988,5309.99999448,30320.91006286,13.51,53.27,3.64,0,5.71,83.25,14.69,44.79,281.42,805.09,0.86,95.01,52.83,59.71,6.65,51.41,15.46,34.39,0,8.96,17.57,87.81,15.04,5.69,77.81,31.46,67.74,100,100,83.1,51.31,58.97,0,100,49.6,12.97,7.49,0.35,3.13,0.38,51.45,0.803,1832.56,2283.27,0.77,2114.43,2744.71,8.12,7.91,47.38,28.22,17.14,3.91,2101.3,2166.07,2.29,2.31,48.45,98.54,1.25,13.22,2.42,0.26,79.68,4.42,15,0.08,20.13,4.08,1.05,9.69,7.45,13.42,0.06,4.92,21.83,42.49
1303007,444,2953,2173.99999552,13249.99997052,9.15,66.73,4,0,6.09,82.58,12.34,45.21,201.75,487.72,0.52,94.83,28.95,75.01,5.58,33.57,6.13,7.33,0,23.22,1.27,77.79,5.69,1.57,76.23,32.39,67.37,100,100,82.16,56.39,75.98,0,100,53.56,9.29,4.91,0.26,2.64,0.5,58.27,0.779,968.99,1243.6,0.738,1143.19,1548.02,7.6,1.97,57.12,33.32,15.49,3.32,1235.22,1171.02,1.42,1.25,45.54,98.02,1.04,11.11,1.06,0,86.05,1.78,14,0.08,21.19,3.93,1.08,8.76,6.38,14.8,0,5.19,17.34,42.83
1303106,228,1152,2313.99999783,12948.99998923,4.64,54.13,3.68,0,5.6,84.44,19.48,45.66,264.73,528.68,0.56,96.17,38.55,66.2,2.41,38.67,8.04,12.32,0,41.89,7.45,54.36,7.02,2.45,70.66,44.88,59.77,100,100,82.48,65.89,70.22,0,100,58.94,6.08,4.79,0.05,2.11,0.02,50.44,0.667,1062.21,1592.18,0.4,1363.78,3405.86,10.56,11.62,44.58,24.87,18.47,6.19,1541.2,1445.52,1.74,1.54,46.57,98.73,0.43,4.89,0.37,0,93.92,0.81,15,0.11,20.79,5.41,1.06,16.54,6.4,21.11,0,4.92,24.01,44.05
1303205,414,2331,2561.63777790999,14023.9999808499,1.64,36.39,0.2,0.2,5.47,86.28,4.09,40.06,222.93,451.3,0.48,99.25,32.9,74.66,2.9,42.38,0.9,23,0,76.58,0,72.49,0.9,1.53,66.52,38.82,53.68,100,100,81.06,60.76,41.94,0,100,59.04,6.31,3.74,0.37,2.48,0.43,46.39,0.949,1436.65,1513.93,0.478,1426.21,2983.67,3.24,8.57,42.41,3.36,6.86,1.73,1470.53,1505.92,1.95,1.61,54.62,99.63,0.62,3.51,1.67,0,93.94,0.88,14,0.04,23.22,1.96,1.04,8.89,3.58,12.16,0,5.1,7.43,39.26
1303304,222,1134,2123.99999775,11633.99998838,3.33,55.75,1.79,0,5.48,81.05,15.86,44.41,302.55,775.71,0.83,97.82,29.15,54.95,2.92,36.88,0.87,4.82,0,60.47,0.3,45.58,0.5,0,48.51,67.39,39.95,100,100,84.22,71.37,43.18,0,100,49.05,5.39,4.18,0.2,1.39,0.42,44.01,0.762,1684.85,2212.29,0.38,1973.35,5194.36,5.45,7.96,40.51,31.95,9.29,0.81,2036.93,2125.49,2.79,2.27,58.98,99.25,0.54,3.39,1.2,0,95.36,0.04,15,0.06,19.12,3.14,1.08,1.45,1.26,2.11,0.07,4.9,20.68,42.69
1303403,1017,6680,9851.99998973,58782.9999323998,24.25,51.73,6.07,0.22,5.97,81.75,15.13,46.1,275.48,697.71,0.75,94.39,66.45,63.77,6.71,65.9,11.5,28.02,0,6.14,14.05,89.61,11.32,4.68,82.42,26.81,73.71,100,100,84.29,53.2,75.29,0,100,68.67,17.25,11.43,1.09,3.76,0.16,51.71,0.756,1390.09,1837.96,0.518,1468.45,2835.78,9.57,9.57,46.77,46.73,32.94,6.39,1707.29,1698.99,2.08,1.81,47.96,98.13,1.29,13.23,1.89,0.08,84.45,0.35,15,0.09,19.02,4.43,1.02,14.02,7.3,19.76,0.08,5.16,19.91,43.8
1303502,537,2716,3416.57478549001,17036.9999709898,1.17,72.49,0.79,0.48,4.99,75.23,12.73,39.38,260.08,529.1,0.57,97.43,9.82,58.12,2.42,11.35,0.34,9.31,0,85.41,2.19,14.69,0.17,2.95,18,89.93,14.73,100,100,85.6,86.26,14.16,0,100,16.85,3,1.82,0.51,0.57,0.58,41.22,0.505,1098.35,2176.99,0.715,1959.96,2740.89,2.19,7.17,38.27,28.46,11.19,0.79,2018.87,2019.72,2.4,2.16,61.71,99.02,0.53,14.69,6.16,0.06,74.7,4.39,16,0.03,18.35,1.56,1.08,1.55,1.41,2.12,0,4.83,13.63,38.95
